VAL,VAL,VAL
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
434.1311948653939,727.4465207362741,180.55381053192536
431.1703286401381,605.6622710959307,162.97281760912824
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
434.1311948653939,727.4465207362741,180.55381053192536
431.1703286401381,605.6622710959307,162.97281760912824
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
434.1311948653939,727.4465207362741,180.55381053192536
431.1703286401381,605.6622710959307,162.97281760912824
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
434.1311948653939,727.4465207362741,180.55381053192536
431.1703286401381,605.6622710959307,162.97281760912824
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.6909878183112,980.7551133846976,204.3082856629903
435.9312037941197,983.7428223692788,206.47929847298
434.2476322422938,726.5151414701593,182.0402759147116
431.2849203614874,606.3083197811111,164.22535245707837
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
434.2476322422938,726.5151414701593,182.0402759147116
431.2849203614874,606.3083197811111,164.22535245707837
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
434.2476322422938,726.5151414701593,182.0402759147116
431.2849203614874,606.3083197811111,164.22535245707837
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
434.2476322422938,726.5151414701593,182.0402759147116
431.2849203614874,606.3083197811111,164.22535245707837
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
435.9312037941197,983.7428223692788,206.47929847298
540.3706829253639,1049.5385990602458,183.5731340814796
436.8871707670348,782.8971402320166,158.65687635739607
434.6134621936208,683.5597458376761,144.823133893636
540.3706829253639,1049.5385990602458,183.5731340814796
540.3706829253639,1049.5385990602458,183.5731340814796
540.3706829253639,1049.5385990602458,183.5731340814796
540.3706829253639,1049.5385990602458,183.5731340814796
540.3706829253639,1049.5385990602458,183.5731340814796
436.8871707670348,782.8971402320166,158.65687635739607
