,0,1,2,3,4
0,435.6909878183112,980.7551133846976,204.3082856629903,59.0,84.0
1,435.6909878183112,980.7551133846976,204.3082856629903,50.0,59.0
2,434.1311948653939,727.4465207362741,180.55381053192536,76.0,50.0
3,431.1703286401381,605.6622710959307,162.97281760912824,77.0,76.0
4,435.6909878183112,980.7551133846976,204.3082856629903,185.0,77.0
5,435.6909878183112,980.7551133846976,204.3082856629903,85.0,185.0
6,435.6909878183112,980.7551133846976,204.3082856629903,46.0,85.0
7,435.6909878183112,980.7551133846976,204.3082856629903,58.0,46.0
8,435.6909878183112,980.7551133846976,204.3082856629903,70.0,58.0
9,434.1311948653939,727.4465207362741,180.55381053192536,64.0,70.0
10,431.1703286401381,605.6622710959307,162.97281760912824,57.0,64.0
11,435.6909878183112,980.7551133846976,204.3082856629903,40.0,57.0
12,435.6909878183112,980.7551133846976,204.3082856629903,25.0,40.0
13,435.6909878183112,980.7551133846976,204.3082856629903,23.0,25.0
14,435.6909878183112,980.7551133846976,204.3082856629903,7.0,23.0
15,435.6909878183112,980.7551133846976,204.3082856629903,18.0,7.0
16,434.1311948653939,727.4465207362741,180.55381053192536,39.0,18.0
17,431.1703286401381,605.6622710959307,162.97281760912824,49.0,39.0
18,435.6909878183112,980.7551133846976,204.3082856629903,23.0,49.0
19,435.6909878183112,980.7551133846976,204.3082856629903,42.0,23.0
20,435.6909878183112,980.7551133846976,204.3082856629903,0.0,42.0
21,435.6909878183112,980.7551133846976,204.3082856629903,25.0,0.0
22,435.6909878183112,980.7551133846976,204.3082856629903,23.0,25.0
23,434.1311948653939,727.4465207362741,180.55381053192536,23.0,23.0
24,431.1703286401381,605.6622710959307,162.97281760912824,52.0,23.0
25,435.6909878183112,980.7551133846976,204.3082856629903,63.0,52.0
26,435.6909878183112,980.7551133846976,204.3082856629903,61.0,63.0
27,435.6909878183112,980.7551133846976,204.3082856629903,63.0,61.0
28,435.6909878183112,980.7551133846976,204.3082856629903,0.0,63.0
29,435.9312037941197,983.7428223692788,206.47929847298,59.0,0.0
30,434.2476322422938,726.5151414701593,182.0402759147116,75.0,59.0
31,431.2849203614874,606.3083197811111,164.22535245707837,37.0,75.0
32,435.9312037941197,983.7428223692788,206.47929847298,10.0,37.0
33,435.9312037941197,983.7428223692788,206.47929847298,30.0,10.0
34,435.9312037941197,983.7428223692788,206.47929847298,55.0,30.0
35,435.9312037941197,983.7428223692788,206.47929847298,44.0,55.0
36,435.9312037941197,983.7428223692788,206.47929847298,31.0,44.0
37,434.2476322422938,726.5151414701593,182.0402759147116,44.0,31.0
38,431.2849203614874,606.3083197811111,164.22535245707837,36.0,44.0
39,435.9312037941197,983.7428223692788,206.47929847298,18.0,36.0
40,435.9312037941197,983.7428223692788,206.47929847298,0.0,18.0
41,435.9312037941197,983.7428223692788,206.47929847298,37.0,0.0
42,435.9312037941197,983.7428223692788,206.47929847298,50.0,37.0
43,435.9312037941197,983.7428223692788,206.47929847298,0.0,50.0
44,434.2476322422938,726.5151414701593,182.0402759147116,69.0,0.0
45,431.2849203614874,606.3083197811111,164.22535245707837,57.0,69.0
46,435.9312037941197,983.7428223692788,206.47929847298,33.0,57.0
47,435.9312037941197,983.7428223692788,206.47929847298,34.0,33.0
48,435.9312037941197,983.7428223692788,206.47929847298,76.0,34.0
49,435.9312037941197,983.7428223692788,206.47929847298,0.0,76.0
50,435.9312037941197,983.7428223692788,206.47929847298,13.0,0.0
51,434.2476322422938,726.5151414701593,182.0402759147116,0.0,13.0
52,431.2849203614874,606.3083197811111,164.22535245707837,35.0,0.0
53,435.9312037941197,983.7428223692788,206.47929847298,22.0,35.0
54,435.9312037941197,983.7428223692788,206.47929847298,33.0,22.0
55,435.9312037941197,983.7428223692788,206.47929847298,35.0,33.0
56,435.9312037941197,983.7428223692788,206.47929847298,42.0,35.0
57,540.3706829253639,1049.5385990602458,183.5731340814796,44.0,42.0
58,436.8871707670348,782.8971402320166,158.65687635739607,56.0,44.0
59,434.6134621936208,683.5597458376761,144.823133893636,46.0,56.0
60,540.3706829253639,1049.5385990602458,183.5731340814796,72.0,46.0
61,540.3706829253639,1049.5385990602458,183.5731340814796,71.0,72.0
62,540.3706829253639,1049.5385990602458,183.5731340814796,57.0,71.0
63,540.3706829253639,1049.5385990602458,183.5731340814796,31.0,57.0
64,540.3706829253639,1049.5385990602458,183.5731340814796,24.0,31.0
65,436.8871707670348,782.8971402320166,158.65687635739607,41.0,24.0
66,434.6134621936208,683.5597458376761,144.823133893636,37.0,41.0
67,540.3706829253639,1049.5385990602458,183.5731340814796,30.0,37.0
68,540.3706829253639,1049.5385990602458,183.5731340814796,39.0,30.0
69,540.3706829253639,1049.5385990602458,183.5731340814796,0.0,39.0
70,540.3706829253639,1049.5385990602458,183.5731340814796,15.0,0.0
71,540.3706829253639,1049.5385990602458,183.5731340814796,12.0,15.0
72,436.8871707670348,782.8971402320166,158.65687635739607,17.0,12.0
73,434.6134621936208,683.5597458376761,144.823133893636,23.0,17.0
74,540.3706829253639,1049.5385990602458,183.5731340814796,31.0,23.0
75,540.3706829253639,1049.5385990602458,183.5731340814796,14.0,31.0
76,540.3706829253639,1049.5385990602458,183.5731340814796,0.0,14.0
77,540.3706829253639,1049.5385990602458,183.5731340814796,44.0,0.0
78,540.3706829253639,1049.5385990602458,183.5731340814796,34.0,44.0
79,436.8871707670348,782.8971402320166,158.65687635739607,31.0,34.0
80,434.6134621936208,683.5597458376761,144.823133893636,35.0,31.0
81,540.3706829253639,1049.5385990602458,183.5731340814796,24.0,35.0
82,540.3706829253639,1049.5385990602458,183.5731340814796,19.0,24.0
83,540.3706829253639,1049.5385990602458,183.5731340814796,24.0,19.0
84,540.3706829253639,1049.5385990602458,183.5731340814796,29.0,24.0
85,540.3706829253639,1049.5385990602458,183.5731340814796,40.0,29.0
86,436.8871707670348,782.8971402320166,158.65687635739607,34.0,40.0
87,434.6134621936208,683.5597458376761,144.823133893636,31.0,34.0
88,539.8913950306045,1029.343909585087,175.87961704345545,15.0,31.0
89,539.8913950306045,1029.343909585087,175.87961704345545,15.0,15.0
90,539.8913950306045,1029.343909585087,175.87961704345545,15.0,15.0
91,539.8913950306045,1029.343909585087,175.87961704345545,15.0,15.0
92,539.8913950306045,1029.343909585087,175.87961704345545,18.0,15.0
93,436.4176236807909,761.3174730849198,152.0849268208026,13.0,18.0
94,434.18723440369655,663.69052938143,140.12409315367006,18.0,13.0
95,539.8913950306045,1029.343909585087,175.87961704345545,18.0,18.0
96,539.8913950306045,1029.343909585087,175.87961704345545,16.0,18.0
97,539.8913950306045,1029.343909585087,175.87961704345545,27.0,16.0
98,539.8913950306045,1029.343909585087,175.87961704345545,35.0,27.0
99,539.8913950306045,1029.343909585087,175.87961704345545,29.0,35.0
100,436.4176236807909,761.3174730849198,152.0849268208026,28.0,29.0
101,434.18723440369655,663.69052938143,140.12409315367006,26.0,28.0
102,539.8913950306045,1029.343909585087,175.87961704345545,35.0,26.0
103,539.8913950306045,1029.343909585087,175.87961704345545,34.0,35.0
104,539.8913950306045,1029.343909585087,175.87961704345545,29.0,34.0
105,539.8913950306045,1029.343909585087,175.87961704345545,32.0,29.0
106,539.8913950306045,1029.343909585087,175.87961704345545,52.0,32.0
107,436.4176236807909,761.3174730849198,152.0849268208026,41.0,52.0
108,434.18723440369655,663.69052938143,140.12409315367006,31.0,41.0
109,539.8913950306045,1029.343909585087,175.87961704345545,0.0,31.0
110,539.8913950306045,1029.343909585087,175.87961704345545,0.0,0.0
111,539.8913950306045,1029.343909585087,175.87961704345545,0.0,0.0
112,539.8913950306045,1029.343909585087,175.87961704345545,0.0,0.0
113,539.8913950306045,1029.343909585087,175.87961704345545,16.0,0.0
114,436.4176236807909,761.3174730849198,152.0849268208026,15.0,16.0
115,434.18723440369655,663.69052938143,140.12409315367006,33.0,15.0
116,539.8913950306045,1029.343909585087,175.87961704345545,23.0,33.0
117,539.8913950306045,1029.343909585087,175.87961704345545,34.0,23.0
118,539.117504750328,976.0570130014644,132.2201415561457,40.0,34.0
119,539.117504750328,976.0570130014644,132.2201415561457,40.0,40.0
120,539.117504750328,976.0570130014644,132.2201415561457,38.0,40.0
121,435.6647884837165,711.8957156943247,110.37971258767008,0.0,38.0
122,433.5008324000371,618.3279109022488,101.58075904106424,44.0,0.0
123,539.117504750328,976.0570130014644,132.2201415561457,39.0,44.0
124,539.117504750328,976.0570130014644,132.2201415561457,14.0,39.0
125,539.117504750328,976.0570130014644,132.2201415561457,26.0,14.0
126,539.117504750328,976.0570130014644,132.2201415561457,24.0,26.0
127,539.117504750328,976.0570130014644,132.2201415561457,30.0,24.0
128,435.6647884837165,711.8957156943247,110.37971258767008,30.0,30.0
129,433.5008324000371,618.3279109022488,101.58075904106424,12.0,30.0
130,539.117504750328,976.0570130014644,132.2201415561457,10.0,12.0
131,539.117504750328,976.0570130014644,132.2201415561457,12.0,10.0
132,539.117504750328,976.0570130014644,132.2201415561457,13.0,12.0
133,539.117504750328,976.0570130014644,132.2201415561457,16.0,13.0
134,539.117504750328,976.0570130014644,132.2201415561457,0.0,16.0
135,435.6647884837165,711.8957156943247,110.37971258767008,0.0,0.0
136,433.5008324000371,618.3279109022488,101.58075904106424,0.0,0.0
137,539.117504750328,976.0570130014644,132.2201415561457,0.0,0.0
138,539.117504750328,976.0570130014644,132.2201415561457,9.0,0.0
139,539.117504750328,976.0570130014644,132.2201415561457,13.0,9.0
140,539.117504750328,976.0570130014644,132.2201415561457,14.0,13.0
141,539.117504750328,976.0570130014644,132.2201415561457,12.0,14.0
142,435.6647884837165,711.8957156943247,110.37971258767008,7.0,12.0
143,433.5008324000371,618.3279109022488,101.58075904106424,10.0,7.0
144,539.117504750328,976.0570130014644,132.2201415561457,8.0,10.0
145,539.117504750328,976.0570130014644,132.2201415561457,16.0,8.0
146,539.117504750328,976.0570130014644,132.2201415561457,16.0,16.0
147,539.117504750328,976.0570130014644,132.2201415561457,14.0,16.0
148,539.117504750328,976.0570130014644,132.2201415561457,13.0,14.0
149,436.8912693696898,804.721891614814,119.92926725524184,16.0,13.0
150,436.1172558731497,729.4767708751812,113.30595489977073,18.0,16.0
151,592.1706112095378,1176.828207991762,156.58543120988566,19.0,18.0
152,592.1706112095378,1176.828207991762,156.58543120988566,10.0,19.0
153,592.1706112095378,1176.828207991762,156.58543120988566,18.0,10.0
154,592.1706112095378,1176.828207991762,156.58543120988566,15.0,18.0
155,592.1706112095378,1176.828207991762,156.58543120988566,22.0,15.0
156,436.8912693696898,804.721891614814,119.92926725524184,17.0,22.0
157,436.1172558731497,729.4767708751812,113.30595489977073,19.0,17.0
158,592.1706112095378,1176.828207991762,156.58543120988566,22.0,19.0
159,592.1706112095378,1176.828207991762,156.58543120988566,21.0,22.0
160,592.1706112095378,1176.828207991762,156.58543120988566,31.0,21.0
161,592.1706112095378,1176.828207991762,156.58543120988566,31.0,31.0
162,592.1706112095378,1176.828207991762,156.58543120988566,24.0,31.0
163,436.8912693696898,804.721891614814,119.92926725524184,22.0,24.0
164,436.1172558731497,729.4767708751812,113.30595489977073,26.0,22.0
165,592.1706112095378,1176.828207991762,156.58543120988566,28.0,26.0
166,592.1706112095378,1176.828207991762,156.58543120988566,25.0,28.0
167,592.1706112095378,1176.828207991762,156.58543120988566,29.0,25.0
168,592.1706112095378,1176.828207991762,156.58543120988566,26.0,29.0
169,592.1706112095378,1176.828207991762,156.58543120988566,29.0,26.0
170,436.8912693696898,804.721891614814,119.92926725524184,25.0,29.0
171,436.1172558731497,729.4767708751812,113.30595489977073,21.0,25.0
172,592.1706112095378,1176.828207991762,156.58543120988566,19.0,21.0
173,592.1706112095378,1176.828207991762,156.58543120988566,12.0,19.0
174,592.1706112095378,1176.828207991762,156.58543120988566,13.0,12.0
175,592.1706112095378,1176.828207991762,156.58543120988566,12.0,13.0
176,592.1706112095378,1176.828207991762,156.58543120988566,12.0,12.0
177,436.8912693696898,804.721891614814,119.92926725524184,13.0,12.0
178,436.1172558731497,729.4767708751812,113.30595489977073,31.0,13.0
179,592.093174043495,1180.671495859171,156.46952072782062,27.0,31.0
180,592.093174043495,1180.671495859171,156.46952072782062,14.0,27.0
181,592.093174043495,1180.671495859171,156.46952072782062,17.0,14.0
182,592.093174043495,1180.671495859171,156.46952072782062,50.0,17.0
183,592.093174043495,1180.671495859171,156.46952072782062,35.0,50.0
184,436.8096721674993,806.5483817689997,119.80837833750832,21.0,35.0
185,436.0388979473793,728.7914238489907,113.1933631475791,20.0,21.0
186,592.093174043495,1180.671495859171,156.46952072782062,18.0,20.0
187,592.093174043495,1180.671495859171,156.46952072782062,26.0,18.0
188,592.093174043495,1180.671495859171,156.46952072782062,29.0,26.0
