,VAL
0,653.6289527380065
1,499.2390449286921
2,421.9341840222156
3,653.6289527380065
4,653.6289527380065
5,653.6289527380065
6,653.6289527380065
7,653.6289527380065
8,499.2390449286921
9,421.9341840222156
10,653.6289527380065
11,653.6289527380065
12,653.6289527380065
13,653.6289527380065
14,653.6289527380065
15,499.2390449286921
16,421.9341840222156
17,653.6289527380065
18,653.6289527380065
19,653.6289527380065
20,653.6289527380065
21,653.6289527380065
22,499.2390449286921
23,421.9341840222156
24,653.6289527380065
25,653.6289527380065
26,653.6289527380065
27,653.6289527380065
28,653.6289527380065
29,499.2390449286921
30,421.9341840222156
31,655.821851062867
32,655.821851062867
33,655.821851062867
34,655.821851062867
35,655.821851062867
36,499.0409283278326
37,422.408344084486
38,655.821851062867
39,655.821851062867
40,655.821851062867
41,655.821851062867
42,655.821851062867
43,499.0409283278326
44,422.408344084486
45,655.821851062867
46,655.821851062867
47,655.821851062867
48,655.821851062867
49,655.821851062867
50,499.0409283278326
51,422.408344084486
52,655.821851062867
53,655.821851062867
54,655.821851062867
55,655.821851062867
56,655.821851062867
57,499.0409283278326
58,422.408344084486
59,676.3838144870614
60,676.3838144870614
61,676.3838144870614
62,676.3838144870614
63,676.3838144870614
64,514.4093258757082
65,451.84073863276774
66,676.3838144870614
67,676.3838144870614
68,676.3838144870614
69,676.3838144870614
70,676.3838144870614
71,514.4093258757082
72,451.84073863276774
73,676.3838144870614
74,676.3838144870614
75,676.3838144870614
76,676.3838144870614
77,676.3838144870614
78,514.4093258757082
79,451.84073863276774
80,676.3838144870614
81,676.3838144870614
82,676.3838144870614
83,676.3838144870614
84,676.3838144870614
85,514.4093258757082
86,451.84073863276774
87,676.3838144870614
88,676.3838144870614
89,676.3838144870614
90,650.7395883557211
91,650.7395883557211
92,489.05540523448894
93,428.6656916939179
94,650.7395883557211
95,650.7395883557211
96,650.7395883557211
97,650.7395883557211
98,650.7395883557211
99,489.05540523448894
100,428.6656916939179
101,650.7395883557211
102,650.7395883557211
103,650.7395883557211
104,650.7395883557211
105,650.7395883557211
106,489.05540523448894
107,428.6656916939179
108,650.7395883557211
109,650.7395883557211
110,650.7395883557211
111,650.7395883557211
112,650.7395883557211
113,489.05540523448894
114,428.6656916939179
115,650.7395883557211
116,650.7395883557211
117,650.7395883557211
118,650.7395883557211
119,650.7395883557211
120,436.4921435628876
121,380.2475910861045
122,595.070598620246
123,595.070598620246
124,595.070598620246
125,595.070598620246
126,595.070598620246
127,436.4921435628876
128,380.2475910861045
129,595.070598620246
130,595.070598620246
131,595.070598620246
132,595.070598620246
133,595.070598620246
134,436.4921435628876
135,380.2475910861045
136,595.070598620246
137,595.070598620246
138,595.070598620246
139,595.070598620246
140,595.070598620246
141,436.4921435628876
142,380.2475910861045
143,595.070598620246
144,595.070598620246
145,595.070598620246
146,595.070598620246
147,595.070598620246
148,436.4921435628876
149,380.2475910861045
150,595.070598620246
151,708.6042998684702
152,708.6042998684702
153,708.6042998684702
154,708.6042998684702
155,488.73751047108715
156,443.3997703977328
157,708.6042998684702
158,708.6042998684702
159,708.6042998684702
160,708.6042998684702
161,708.6042998684702
162,488.73751047108715
163,443.3997703977328
164,708.6042998684702
165,708.6042998684702
166,708.6042998684702
167,708.6042998684702
168,708.6042998684702
169,488.73751047108715
170,443.3997703977328
171,708.6042998684702
172,708.6042998684702
173,708.6042998684702
174,708.6042998684702
175,708.6042998684702
176,488.73751047108715
177,443.3997703977328
178,708.6042998684702
179,708.6042998684702
180,708.6042998684702
181,709.8254358029048
182,709.8254358029048
183,489.1036268429006
184,442.7661754769116
185,709.8254358029048
186,709.8254358029048
187,709.8254358029048
188,709.8254358029048
189,709.8254358029048
190,489.1036268429006
191,442.7661754769116
192,709.8254358029048
193,709.8254358029048
194,709.8254358029048
195,709.8254358029048
196,709.8254358029048
197,489.1036268429006
198,442.7661754769116
199,709.8254358029048
200,709.8254358029048
201,709.8254358029048
202,709.8254358029048
203,709.8254358029048
204,489.1036268429006
205,442.7661754769116
206,709.8254358029048
207,709.8254358029048
208,709.8254358029048
209,709.8254358029048
210,709.8254358029048
211,489.1036268429006
212,423.36009790062286
213,682.4201562049742
214,682.4201562049742
215,682.4201562049742
216,682.4201562049742
217,682.4201562049742
218,467.13910616637077
219,423.36009790062286
220,682.4201562049742
221,682.4201562049742
222,682.4201562049742
223,682.4201562049742
224,682.4201562049742
225,467.13910616637077
226,423.36009790062286
227,682.4201562049742
228,682.4201562049742
229,682.4201562049742
230,682.4201562049742
231,682.4201562049742
232,467.13910616637077
233,423.36009790062286
234,682.4201562049742
235,682.4201562049742
236,682.4201562049742
237,682.4201562049742
238,682.4201562049742
239,467.13910616637077
240,423.36009790062286
241,682.4201562049742
242,682.4201562049742
243,583.2240160493725
244,583.2240160493725
245,583.2240160493725
246,439.5772281020138
247,369.0392137870573
248,583.2240160493725
249,583.2240160493725
250,583.2240160493725
251,583.2240160493725
252,583.2240160493725
253,439.5772281020138
254,369.0392137870573
255,583.2240160493725
256,583.2240160493725
257,583.2240160493725
258,583.2240160493725
259,583.2240160493725
260,439.5772281020138
261,369.0392137870573
262,583.2240160493725
263,583.2240160493725
264,583.2240160493725
265,583.2240160493725
266,583.2240160493725
267,439.5772281020138
268,369.0392137870573
269,583.2240160493725
270,583.2240160493725
271,583.2240160493725
272,583.2240160493725
273,631.7501430827438
274,486.2782506420068
275,411.4989540787451
276,631.7501430827438
277,631.7501430827438
278,631.7501430827438
279,631.7501430827438
280,631.7501430827438
281,486.2782506420068
282,411.4989540787451
283,631.7501430827438
284,631.7501430827438
285,631.7501430827438
286,631.7501430827438
287,631.7501430827438
288,486.2782506420068
289,411.4989540787451
290,631.7501430827438
291,631.7501430827438
292,631.7501430827438
293,631.7501430827438
294,631.7501430827438
295,486.2782506420068
296,411.4989540787451
297,631.7501430827438
298,631.7501430827438
299,631.7501430827438
300,631.7501430827438
301,631.7501430827438
302,486.2782506420068
303,411.4989540787451
304,689.597244244726
305,689.597244244726
306,689.597244244726
307,689.597244244726
308,689.597244244726
309,540.7349550295456
310,461.4508483495224
311,689.597244244726
312,689.597244244726
313,689.597244244726
314,689.597244244726
315,689.597244244726
316,540.7349550295456
317,461.4508483495224
318,689.597244244726
319,689.597244244726
320,689.597244244726
321,689.597244244726
322,689.597244244726
323,540.7349550295456
324,461.4508483495224
325,689.597244244726
326,689.597244244726
327,689.597244244726
328,689.597244244726
329,689.597244244726
330,540.7349550295456
331,461.4508483495224
332,689.597244244726
333,689.597244244726
334,666.0196708746771
335,666.0196708746771
336,666.0196708746771
337,510.90795201502294
338,433.210709776021
339,666.0196708746771
340,666.0196708746771
341,666.0196708746771
342,666.0196708746771
343,666.0196708746771
344,510.90795201502294
345,433.210709776021
346,666.0196708746771
347,666.0196708746771
348,666.0196708746771
349,666.0196708746771
350,666.0196708746771
351,510.90795201502294
352,433.210709776021
353,666.0196708746771
354,666.0196708746771
355,666.0196708746771
356,666.0196708746771
357,666.0196708746771
358,510.90795201502294
359,433.210709776021
360,666.0196708746771
361,666.0196708746771
362,666.0196708746771
363,666.0196708746771
364,666.0196708746771
