,YY,MM,DD,VAL
91,2013,4,1,15.0
92,2013,4,2,15.0
93,2013,4,3,18.0
94,2013,4,4,13.0
95,2013,4,5,18.0
96,2013,4,6,18.0
97,2013,4,7,16.0
98,2013,4,8,27.0
99,2013,4,9,35.0
100,2013,4,10,29.0
101,2013,4,11,28.0
102,2013,4,12,26.0
103,2013,4,13,35.0
104,2013,4,14,34.0
105,2013,4,15,29.0
106,2013,4,16,32.0
107,2013,4,17,52.0
108,2013,4,18,41.0
109,2013,4,19,31.0
110,2013,4,20,0.0
111,2013,4,21,0.0
112,2013,4,22,0.0
113,2013,4,23,0.0
114,2013,4,24,16.0
115,2013,4,25,15.0
116,2013,4,26,33.0
117,2013,4,27,23.0
118,2013,4,28,34.0
119,2013,4,29,40.0
120,2013,4,30,40.0
121,2013,5,1,38.0
122,2013,5,2,0.0
123,2013,5,3,44.0
124,2013,5,4,39.0
125,2013,5,5,14.0
126,2013,5,6,26.0
127,2013,5,7,24.0
128,2013,5,8,30.0
129,2013,5,9,30.0
130,2013,5,10,12.0
131,2013,5,11,10.0
132,2013,5,12,12.0
133,2013,5,13,13.0
134,2013,5,14,16.0
135,2013,5,15,0.0
136,2013,5,16,0.0
137,2013,5,17,0.0
138,2013,5,18,0.0
139,2013,5,19,9.0
140,2013,5,20,13.0
141,2013,5,21,14.0
142,2013,5,22,12.0
143,2013,5,23,7.0
144,2013,5,24,10.0
145,2013,5,25,8.0
146,2013,5,26,16.0
147,2013,5,27,16.0
148,2013,5,28,14.0
149,2013,5,29,13.0
150,2013,5,30,16.0
151,2013,5,31,18.0
152,2013,6,1,19.0
153,2013,6,2,10.0
154,2013,6,3,18.0
155,2013,6,4,15.0
156,2013,6,5,22.0
157,2013,6,6,17.0
158,2013,6,7,19.0
159,2013,6,8,22.0
160,2013,6,9,21.0
161,2013,6,10,31.0
162,2013,6,11,31.0
163,2013,6,12,24.0
164,2013,6,13,22.0
165,2013,6,14,26.0
166,2013,6,15,28.0
167,2013,6,16,25.0
168,2013,6,17,29.0
169,2013,6,18,26.0
170,2013,6,19,29.0
171,2013,6,20,25.0
172,2013,6,21,21.0
173,2013,6,22,19.0
174,2013,6,23,12.0
175,2013,6,24,13.0
176,2013,6,25,12.0
177,2013,6,26,12.0
178,2013,6,27,13.0
179,2013,6,28,31.0
180,2013,6,29,27.0
181,2013,6,30,14.0
182,2013,7,1,17.0
183,2013,7,2,50.0
184,2013,7,3,35.0
185,2013,7,4,21.0
186,2013,7,5,20.0
187,2013,7,6,18.0
188,2013,7,7,26.0
189,2013,7,8,29.0
190,2013,7,9,29.0
191,2013,7,10,32.0
192,2013,7,11,22.0
193,2013,7,12,0.0
194,2013,7,13,0.0
195,2013,7,14,0.0
196,2013,7,15,23.0
197,2013,7,16,22.0
198,2013,7,17,24.0
199,2013,7,18,26.0
200,2013,7,19,32.0
201,2013,7,20,30.0
202,2013,7,21,26.0
203,2013,7,22,28.0
204,2013,7,23,27.0
205,2013,7,24,29.0
206,2013,7,25,34.0
207,2013,7,26,35.0
208,2013,7,27,24.0
209,2013,7,28,23.0
210,2013,7,29,10.0
211,2013,7,30,15.0
212,2013,7,31,22.0
213,2013,8,1,21.0
214,2013,8,2,32.0
215,2013,8,3,28.0
216,2013,8,4,31.0
217,2013,8,5,56.0
218,2013,8,6,38.0
219,2013,8,7,42.0
220,2013,8,8,25.0
221,2013,8,9,18.0
222,2013,8,10,18.0
223,2013,8,11,23.0
224,2013,8,12,27.0
225,2013,8,13,13.0
226,2013,8,14,16.0
227,2013,8,15,21.0
228,2013,8,16,23.0
229,2013,8,17,26.0
230,2013,8,18,26.0
231,2013,8,19,11.0
232,2013,8,20,25.0
233,2013,8,21,34.0
234,2013,8,22,28.0
235,2013,8,23,19.0
236,2013,8,24,10.0
237,2013,8,25,10.0
238,2013,8,26,10.0
239,2013,8,27,12.0
240,2013,8,28,13.0
241,2013,8,29,15.0
242,2013,8,30,18.0
243,2013,8,31,19.0
244,2013,9,1,13.0
245,2013,9,2,21.0
246,2013,9,3,19.0
247,2013,9,4,14.0
248,2013,9,5,19.0
249,2013,9,6,22.0
250,2013,9,7,24.0
251,2013,9,8,23.0
252,2013,9,9,21.0
253,2013,9,10,14.0
254,2013,9,11,16.0
255,2013,9,12,21.0
256,2013,9,13,28.0
257,2013,9,14,40.0
258,2013,9,15,23.0
259,2013,9,16,15.0
260,2013,9,17,19.0
261,2013,9,18,35.0
262,2013,9,19,16.0
263,2013,9,20,20.0
264,2013,9,21,20.0
265,2013,9,22,29.0
266,2013,9,23,53.0
267,2013,9,24,41.0
268,2013,9,25,30.0
269,2013,9,26,47.0
270,2013,9,27,49.0
271,2013,9,28,24.0
272,2013,9,29,9.0
273,2013,9,30,16.0
274,2013,10,1,21.0
275,2013,10,2,29.0
276,2013,10,3,25.0
277,2013,10,4,30.0
278,2013,10,5,18.0
279,2013,10,6,25.0
280,2013,10,7,36.0
281,2013,10,8,50.0
282,2013,10,9,33.0
283,2013,10,10,12.0
284,2013,10,11,17.0
285,2013,10,12,24.0
286,2013,10,13,45.0
287,2013,10,14,55.0
288,2013,10,15,0.0
289,2013,10,16,55.0
290,2013,10,17,54.0
291,2013,10,18,63.0
292,2013,10,19,0.0
293,2013,10,20,63.0
294,2013,10,21,52.0
295,2013,10,22,36.0
296,2013,10,23,19.0
297,2013,10,24,0.0
298,2013,10,25,49.0
299,2013,10,26,30.0
300,2013,10,27,47.0
301,2013,10,28,36.0
302,2013,10,29,27.0
303,2013,10,30,0.0
304,2013,10,31,41.0
305,2013,11,1,58.0
306,2013,11,2,59.0
307,2013,11,3,31.0
308,2013,11,4,28.0
309,2013,11,5,53.0
310,2013,11,6,57.0
311,2013,11,7,69.0
312,2013,11,8,52.0
313,2013,11,9,31.0
314,2013,11,10,14.0
315,2013,11,11,20.0
316,2013,11,12,29.0
317,2013,11,13,23.0
318,2013,11,14,0.0
319,2013,11,15,0.0
320,2013,11,16,0.0
321,2013,11,17,0.0
322,2013,11,18,21.0
323,2013,11,19,23.0
324,2013,11,20,13.0
325,2013,11,21,12.0
326,2013,11,22,9.0
327,2013,11,23,18.0
328,2013,11,24,22.0
329,2013,11,25,29.0
330,2013,11,26,31.0
331,2013,11,27,35.0
332,2013,11,28,67.0
333,2013,11,29,58.0
334,2013,11,30,29.0
335,2013,12,1,27.0
336,2013,12,2,63.0
337,2013,12,3,80.0
338,2013,12,4,94.0
339,2013,12,5,92.0
340,2013,12,6,98.0
341,2013,12,7,77.0
342,2013,12,8,70.0
343,2013,12,9,59.0
344,2013,12,10,57.0
345,2013,12,11,48.0
346,2013,12,12,66.0
347,2013,12,13,56.0
348,2013,12,14,56.0
349,2013,12,15,76.0
350,2013,12,16,96.0
351,2013,12,17,89.0
352,2013,12,18,95.0
353,2013,12,19,57.0
354,2013,12,20,47.0
355,2013,12,21,55.0
356,2013,12,22,49.0
357,2013,12,23,30.0
358,2013,12,24,33.0
359,2013,12,25,15.0
360,2013,12,26,27.0
361,2013,12,27,34.0
362,2013,12,28,32.0
363,2013,12,29,17.0
364,2013,12,30,42.0
