,YY,MM,DD,VAL
91,2018,4,1,18.0
92,2018,4,2,31.0
93,2018,4,3,24.0
94,2018,4,4,28.0
95,2018,4,5,30.0
96,2018,4,6,23.0
97,2018,4,7,20.0
98,2018,4,8,30.0
99,2018,4,9,25.0
100,2018,4,10,19.0
101,2018,4,11,29.0
102,2018,4,12,12.0
103,2018,4,13,30.0
104,2018,4,14,35.0
105,2018,4,15,40.0
106,2018,4,16,32.0
107,2018,4,17,24.0
108,2018,4,18,26.0
109,2018,4,19,28.0
110,2018,4,20,27.0
111,2018,4,21,25.0
112,2018,4,22,38.0
113,2018,4,23,42.0
114,2018,4,24,34.0
115,2018,4,25,35.0
116,2018,4,26,24.0
117,2018,4,27,33.0
118,2018,4,28,39.0
119,2018,4,29,16.0
120,2018,4,30,17.0
121,2018,5,1,17.0
122,2018,5,2,32.0
123,2018,5,3,33.0
124,2018,5,4,29.0
125,2018,5,5,29.0
126,2018,5,6,27.0
127,2018,5,7,26.0
128,2018,5,8,21.0
129,2018,5,9,27.0
130,2018,5,10,31.0
131,2018,5,11,30.0
132,2018,5,12,29.0
133,2018,5,13,14.0
134,2018,5,14,15.0
135,2018,5,15,27.0
136,2018,5,16,29.0
137,2018,5,17,30.0
138,2018,5,18,21.0
139,2018,5,19,21.0
140,2018,5,20,24.0
141,2018,5,21,26.0
142,2018,5,22,32.0
143,2018,5,23,33.0
144,2018,5,24,39.0
145,2018,5,25,26.0
146,2018,5,26,30.0
147,2018,5,27,29.0
148,2018,5,28,35.0
149,2018,5,29,34.0
150,2018,5,30,39.0
151,2018,5,31,28.0
152,2018,6,1,32.0
153,2018,6,2,24.0
154,2018,6,3,28.0
155,2018,6,4,34.0
156,2018,6,5,34.0
157,2018,6,6,33.0
158,2018,6,7,17.0
159,2018,6,8,25.0
160,2018,6,9,21.0
161,2018,6,10,31.0
162,2018,6,11,34.0
163,2018,6,12,20.0
164,2018,6,13,17.0
165,2018,6,14,17.0
166,2018,6,15,22.0
167,2018,6,16,21.0
168,2018,6,17,25.0
169,2018,6,18,22.0
170,2018,6,19,24.0
171,2018,6,20,29.0
172,2018,6,21,13.0
173,2018,6,22,13.0
174,2018,6,23,14.0
175,2018,6,24,10.0
176,2018,6,25,13.0
177,2018,6,26,19.0
178,2018,6,27,18.0
179,2018,6,28,23.0
180,2018,6,29,27.0
181,2018,6,30,19.0
182,2018,7,1,22.0
183,2018,7,2,20.0
184,2018,7,3,15.0
185,2018,7,4,25.0
186,2018,7,5,19.0
187,2018,7,6,20.0
188,2018,7,7,14.0
189,2018,7,8,20.0
190,2018,7,9,22.0
191,2018,7,10,18.0
192,2018,7,11,22.0
193,2018,7,12,23.0
194,2018,7,13,21.0
195,2018,7,14,22.0
196,2018,7,15,18.0
197,2018,7,16,25.0
198,2018,7,17,27.0
199,2018,7,18,33.0
200,2018,7,19,29.0
201,2018,7,20,21.0
202,2018,7,21,21.0
203,2018,7,22,16.0
204,2018,7,23,27.0
205,2018,7,24,31.0
206,2018,7,25,22.0
207,2018,7,26,17.0
208,2018,7,27,26.0
209,2018,7,28,25.0
210,2018,7,29,27.0
211,2018,7,30,33.0
212,2018,7,31,34.0
213,2018,8,1,25.0
214,2018,8,2,22.0
215,2018,8,3,26.0
216,2018,8,4,27.0
217,2018,8,5,26.0
218,2018,8,6,33.0
219,2018,8,7,30.0
220,2018,8,8,25.0
221,2018,8,9,23.0
222,2018,8,10,24.0
223,2018,8,11,19.0
224,2018,8,12,20.0
225,2018,8,13,19.0
226,2018,8,14,10.0
227,2018,8,15,17.0
228,2018,8,16,19.0
229,2018,8,17,23.0
230,2018,8,18,28.0
231,2018,8,19,28.0
232,2018,8,20,23.0
233,2018,8,21,29.0
234,2018,8,22,34.0
235,2018,8,23,30.0
236,2018,8,24,13.0
237,2018,8,25,7.0
238,2018,8,26,11.0
239,2018,8,27,16.0
240,2018,8,28,19.0
241,2018,8,29,24.0
242,2018,8,30,19.0
243,2018,8,31,11.0
244,2018,9,1,9.0
245,2018,9,2,15.0
246,2018,9,3,18.0
247,2018,9,4,29.0
248,2018,9,5,25.0
249,2018,9,6,0.0
250,2018,9,7,20.0
251,2018,9,8,23.0
252,2018,9,9,24.0
253,2018,9,10,30.0
254,2018,9,11,41.0
255,2018,9,12,54.0
256,2018,9,13,61.0
257,2018,9,14,30.0
258,2018,9,15,34.0
259,2018,9,16,29.0
260,2018,9,17,29.0
261,2018,9,18,30.0
262,2018,9,19,32.0
263,2018,9,20,37.0
264,2018,9,21,40.0
265,2018,9,22,30.0
266,2018,9,23,26.0
267,2018,9,24,17.0
268,2018,9,25,20.0
269,2018,9,26,44.0
270,2018,9,27,57.0
271,2018,9,28,31.0
272,2018,9,29,21.0
273,2018,9,30,22.0
274,2018,10,1,15.0
275,2018,10,2,38.0
276,2018,10,3,26.0
277,2018,10,4,26.0
278,2018,10,5,30.0
279,2018,10,6,58.0
280,2018,10,7,31.0
281,2018,10,8,38.0
282,2018,10,9,51.0
283,2018,10,10,48.0
284,2018,10,11,63.0
285,2018,10,12,56.0
286,2018,10,13,55.0
287,2018,10,14,52.0
288,2018,10,15,48.0
289,2018,10,16,51.0
290,2018,10,17,53.0
291,2018,10,18,52.0
292,2018,10,19,54.0
293,2018,10,20,42.0
294,2018,10,21,20.0
295,2018,10,22,34.0
296,2018,10,23,60.0
297,2018,10,24,49.0
298,2018,10,25,37.0
299,2018,10,26,35.0
300,2018,10,27,21.0
301,2018,10,28,36.0
302,2018,10,29,16.0
303,2018,10,30,23.0
304,2018,10,31,26.0
305,2018,11,1,25.0
306,2018,11,2,29.0
307,2018,11,3,31.0
308,2018,11,4,32.0
309,2018,11,5,34.0
310,2018,11,6,32.0
311,2018,11,7,43.0
312,2018,11,8,29.0
313,2018,11,9,30.0
314,2018,11,10,41.0
315,2018,11,11,50.0
316,2018,11,12,52.0
317,2018,11,13,45.0
318,2018,11,14,31.0
319,2018,11,15,26.0
320,2018,11,16,21.0
321,2018,11,17,25.0
322,2018,11,18,24.0
323,2018,11,19,17.0
324,2018,11,20,41.0
325,2018,11,21,41.0
326,2018,11,22,39.0
327,2018,11,23,12.0
328,2018,11,24,34.0
329,2018,11,25,44.0
330,2018,11,26,27.0
331,2018,11,27,35.0
332,2018,11,28,40.0
333,2018,11,29,46.0
334,2018,11,30,75.0
335,2018,12,1,86.0
336,2018,12,2,85.0
337,2018,12,3,90.0
338,2018,12,4,51.0
339,2018,12,5,34.0
340,2018,12,6,50.0
341,2018,12,7,59.0
342,2018,12,8,38.0
343,2018,12,9,28.0
344,2018,12,10,39.0
345,2018,12,11,46.0
346,2018,12,12,25.0
347,2018,12,13,26.0
348,2018,12,14,58.0
349,2018,12,15,72.0
350,2018,12,16,72.0
351,2018,12,17,59.0
352,2018,12,18,52.0
353,2018,12,19,0.0
354,2018,12,20,0.0
355,2018,12,21,62.0
356,2018,12,22,51.0
357,2018,12,23,45.0
358,2018,12,24,23.0
359,2018,12,25,33.0
360,2018,12,26,29.0
361,2018,12,27,53.0
362,2018,12,28,55.0
363,2018,12,29,68.0
364,2018,12,30,64.0
