,YY,MM,DD,VAL
159,2019,6,8,38.0
160,2019,6,9,43.0
161,2019,6,10,49.0
162,2019,6,11,47.0
163,2019,6,12,21.0
164,2019,6,13,27.0
165,2019,6,14,37.0
166,2019,6,15,31.0
167,2019,6,16,23.0
168,2019,6,17,24.0
169,2019,6,18,26.0
170,2019,6,19,25.0
171,2019,6,20,27.0
172,2019,6,21,24.0
173,2019,6,22,23.0
174,2019,6,23,23.0
175,2019,6,24,26.0
176,2019,6,25,30.0
177,2019,6,26,49.0
178,2019,6,27,36.0
179,2019,6,28,33.0
180,2019,6,29,32.0
181,2019,6,30,30.0
182,2019,7,1,34.0
183,2019,7,2,21.0
184,2019,7,3,20.0
185,2019,7,4,31.0
186,2019,7,5,33.0
187,2019,7,6,25.0
188,2019,7,7,24.0
189,2019,7,8,15.0
190,2019,7,9,18.0
191,2019,7,10,20.0
192,2019,7,11,17.0
193,2019,7,12,13.0
194,2019,7,13,11.0
195,2019,7,14,12.0
196,2019,7,15,15.0
197,2019,7,16,21.0
198,2019,7,17,20.0
199,2019,7,18,20.0
200,2019,7,19,22.0
201,2019,7,20,27.0
202,2019,7,21,27.0
203,2019,7,22,28.0
204,2019,7,23,25.0
205,2019,7,24,25.0
206,2019,7,25,28.0
207,2019,7,26,23.0
208,2019,7,27,14.0
209,2019,7,28,19.0
210,2019,7,29,21.0
211,2019,7,30,19.0
212,2019,7,31,23.0
213,2019,8,1,21.0
214,2019,8,2,16.0
215,2019,8,3,12.0
216,2019,8,4,15.0
217,2019,8,5,17.0
218,2019,8,6,16.0
219,2019,8,7,21.0
220,2019,8,8,25.0
221,2019,8,9,30.0
222,2019,8,10,26.0
223,2019,8,11,29.0
224,2019,8,12,23.0
225,2019,8,13,11.0
226,2019,8,14,13.0
227,2019,8,15,10.0
228,2019,8,16,14.0
229,2019,8,17,14.0
230,2019,8,18,20.0
231,2019,8,19,20.0
232,2019,8,20,22.0
233,2019,8,21,17.0
234,2019,8,22,26.0
235,2019,8,23,26.0
236,2019,8,24,23.0
237,2019,8,25,32.0
238,2019,8,26,35.0
239,2019,8,27,33.0
240,2019,8,28,29.0
241,2019,8,29,37.0
242,2019,8,30,30.0
243,2019,8,31,32.0
244,2019,9,1,34.0
245,2019,9,2,16.0
246,2019,9,3,21.0
247,2019,9,4,24.0
248,2019,9,5,19.0
249,2019,9,6,18.0
250,2019,9,7,12.0
251,2019,9,8,11.0
252,2019,9,9,12.0
253,2019,9,10,18.0
254,2019,9,11,26.0
255,2019,9,12,29.0
256,2019,9,13,23.0
257,2019,9,14,21.0
258,2019,9,15,28.0
259,2019,9,16,36.0
260,2019,9,17,27.0
261,2019,9,18,17.0
262,2019,9,19,20.0
263,2019,9,20,20.0
264,2019,9,21,25.0
265,2019,9,22,43.0
266,2019,9,23,26.0
267,2019,9,24,34.0
268,2019,9,25,19.0
269,2019,9,26,26.0
270,2019,9,27,34.0
271,2019,9,28,24.0
272,2019,9,29,26.0
273,2019,9,30,34.0
274,2019,10,1,22.0
275,2019,10,2,11.0
276,2019,10,3,16.0
277,2019,10,4,39.0
278,2019,10,5,27.0
279,2019,10,6,14.0
280,2019,10,7,17.0
281,2019,10,8,29.0
282,2019,10,9,41.0
283,2019,10,10,30.0
284,2019,10,11,51.0
285,2019,10,12,58.0
286,2019,10,13,71.0
287,2019,10,14,45.0
288,2019,10,15,15.0
289,2019,10,16,33.0
290,2019,10,17,32.0
291,2019,10,18,36.0
292,2019,10,19,20.0
293,2019,10,20,30.0
294,2019,10,21,36.0
295,2019,10,22,36.0
296,2019,10,23,37.0
297,2019,10,24,35.0
298,2019,10,25,36.0
299,2019,10,26,33.0
300,2019,10,27,50.0
301,2019,10,28,35.0
302,2019,10,29,15.0
303,2019,10,30,14.0
304,2019,10,31,15.0
305,2019,11,1,27.0
306,2019,11,2,15.0
307,2019,11,3,17.0
308,2019,11,4,22.0
309,2019,11,5,17.0
310,2019,11,6,31.0
311,2019,11,7,16.0
312,2019,11,8,19.0
313,2019,11,9,24.0
314,2019,11,10,15.0
315,2019,11,11,10.0
316,2019,11,12,20.0
317,2019,11,13,17.0
318,2019,11,14,11.0
319,2019,11,15,28.0
320,2019,11,16,12.0
321,2019,11,17,15.0
322,2019,11,18,8.0
323,2019,11,19,20.0
324,2019,11,20,43.0
325,2019,11,21,28.0
326,2019,11,22,17.0
327,2019,11,23,16.0
328,2019,11,24,16.0
329,2019,11,25,23.0
330,2019,11,26,27.0
331,2019,11,27,29.0
332,2019,11,28,36.0
333,2019,11,29,36.0
334,2019,11,30,20.0
335,2019,12,1,21.0
336,2019,12,2,12.0
337,2019,12,3,30.0
338,2019,12,4,50.0
339,2019,12,5,59.0
340,2019,12,6,67.0
341,2019,12,7,73.0
342,2019,12,8,77.0
343,2019,12,9,48.0
344,2019,12,10,31.0
345,2019,12,11,34.0
346,2019,12,12,22.0
347,2019,12,13,43.0
348,2019,12,14,48.0
349,2019,12,15,62.0
350,2019,12,16,51.0
351,2019,12,17,36.0
352,2019,12,18,35.0
353,2019,12,19,25.0
354,2019,12,20,14.0
355,2019,12,21,14.0
356,2019,12,22,14.0
357,2019,12,23,19.0
358,2019,12,24,49.0
359,2019,12,25,63.0
360,2019,12,26,59.0
361,2019,12,27,41.0
362,2019,12,28,56.0
363,2019,12,29,50.0
364,2019,12,30,73.0
