,YY,MM,DD,VAL
212,2020,7,30,30.0
213,2020,7,31,29.0
214,2020,8,1,15.0
215,2020,8,2,9.0
216,2020,8,3,8.0
217,2020,8,4,8.0
218,2020,8,5,11.0
219,2020,8,6,22.0
220,2020,8,7,27.0
221,2020,8,8,27.0
222,2020,8,9,31.0
223,2020,8,10,28.0
224,2020,8,11,23.0
225,2020,8,12,31.0
226,2020,8,13,22.0
227,2020,8,14,14.0
228,2020,8,15,14.0
229,2020,8,16,17.0
230,2020,8,17,17.0
231,2020,8,18,15.0
232,2020,8,19,16.0
233,2020,8,20,17.0
234,2020,8,21,17.0
235,2020,8,22,15.0
236,2020,8,23,16.0
237,2020,8,24,14.0
238,2020,8,25,21.0
239,2020,8,26,21.0
240,2020,8,27,20.0
241,2020,8,28,19.0
242,2020,8,29,14.0
243,2020,8,30,14.0
244,2020,8,31,11.0
245,2020,9,1,10.0
246,2020,9,2,17.0
247,2020,9,3,16.0
248,2020,9,4,22.0
249,2020,9,5,23.0
250,2020,9,6,0.0
251,2020,9,7,21.0
252,2020,9,8,29.0
253,2020,9,9,31.0
254,2020,9,10,25.0
255,2020,9,11,34.0
256,2020,9,12,37.0
257,2020,9,13,34.0
258,2020,9,14,34.0
259,2020,9,15,45.0
260,2020,9,16,38.0
261,2020,9,17,27.0
262,2020,9,18,27.0
263,2020,9,19,31.0
264,2020,9,20,25.0
265,2020,9,21,21.0
266,2020,9,22,21.0
267,2020,9,23,17.0
268,2020,9,24,15.0
269,2020,9,25,12.0
270,2020,9,26,11.0
271,2020,9,27,14.0
272,2020,9,28,19.0
273,2020,9,29,35.0
274,2020,9,30,41.0
275,2020,10,1,32.0
276,2020,10,2,16.0
277,2020,10,3,11.0
278,2020,10,4,13.0
279,2020,10,5,20.0
280,2020,10,6,17.0
281,2020,10,7,28.0
282,2020,10,8,43.0
283,2020,10,9,57.0
284,2020,10,10,15.0
285,2020,10,11,12.0
286,2020,10,12,23.0
287,2020,10,13,28.0
288,2020,10,14,8.0
289,2020,10,15,13.0
290,2020,10,16,23.0
291,2020,10,17,28.0
292,2020,10,18,30.0
293,2020,10,19,48.0
294,2020,10,20,46.0
295,2020,10,21,53.0
296,2020,10,22,71.0
297,2020,10,23,60.0
298,2020,10,24,40.0
299,2020,10,25,17.0
300,2020,10,26,12.0
301,2020,10,27,30.0
302,2020,10,28,42.0
303,2020,10,29,49.0
304,2020,10,30,52.0
305,2020,10,31,52.0
306,2020,11,1,64.0
307,2020,11,2,62.0
308,2020,11,3,67.0
309,2020,11,4,18.0
310,2020,11,5,27.0
311,2020,11,6,52.0
312,2020,11,7,37.0
313,2020,11,8,50.0
314,2020,11,9,56.0
315,2020,11,10,36.0
316,2020,11,11,0.0
317,2020,11,12,65.0
318,2020,11,13,83.0
319,2020,11,14,52.0
320,2020,11,15,46.0
321,2020,11,16,25.0
322,2020,11,17,28.0
323,2020,11,18,25.0
324,2020,11,19,15.0
325,2020,11,20,15.0
326,2020,11,21,25.0
327,2020,11,22,54.0
328,2020,11,23,58.0
329,2020,11,24,65.0
330,2020,11,25,73.0
331,2020,11,26,61.0
332,2020,11,27,83.0
333,2020,11,28,40.0
334,2020,11,29,31.0
335,2020,11,30,32.0
336,2020,12,1,18.0
337,2020,12,2,29.0
338,2020,12,3,25.0
339,2020,12,4,15.0
340,2020,12,5,14.0
341,2020,12,6,16.0
342,2020,12,7,7.0
343,2020,12,8,12.0
344,2020,12,9,31.0
345,2020,12,10,34.0
346,2020,12,11,41.0
347,2020,12,12,34.0
348,2020,12,13,28.0
349,2020,12,14,51.0
350,2020,12,15,65.0
351,2020,12,16,71.0
352,2020,12,17,67.0
353,2020,12,18,63.0
354,2020,12,19,69.0
355,2020,12,20,44.0
356,2020,12,21,60.0
357,2020,12,22,77.0
358,2020,12,23,67.0
359,2020,12,24,18.0
360,2020,12,25,9.0
361,2020,12,26,22.0
362,2020,12,27,19.0
363,2020,12,28,32.0
364,2020,12,29,57.0
365,2020,12,30,56.0
