,YY,MM,DD,VAL
106,2016,4,15,19.0
107,2016,4,16,31.0
108,2016,4,17,23.0
109,2016,4,18,18.0
110,2016,4,19,22.0
111,2016,4,20,23.0
112,2016,4,21,35.0
113,2016,4,22,38.0
114,2016,4,23,13.0
115,2016,4,24,9.0
116,2016,4,25,21.0
117,2016,4,26,21.0
118,2016,4,27,13.0
119,2016,4,28,13.0
120,2016,4,29,17.0
121,2016,4,30,12.0
122,2016,5,1,19.0
123,2016,5,2,22.0
124,2016,5,3,13.0
125,2016,5,4,13.0
126,2016,5,5,21.0
127,2016,5,6,20.0
128,2016,5,7,18.0
129,2016,5,8,25.0
130,2016,5,9,27.0
131,2016,5,10,20.0
132,2016,5,11,11.0
133,2016,5,12,14.0
134,2016,5,13,16.0
135,2016,5,14,9.0
136,2016,5,15,10.0
137,2016,5,16,12.0
138,2016,5,17,13.0
139,2016,5,18,16.0
140,2016,5,19,0.0
141,2016,5,20,18.0
142,2016,5,21,18.0
143,2016,5,22,21.0
144,2016,5,23,13.0
145,2016,5,24,17.0
146,2016,5,25,36.0
147,2016,5,26,25.0
148,2016,5,27,26.0
149,2016,5,28,25.0
150,2016,5,29,16.0
151,2016,5,30,14.0
152,2016,5,31,19.0
153,2016,6,1,23.0
154,2016,6,2,23.0
155,2016,6,3,27.0
156,2016,6,4,18.0
157,2016,6,5,15.0
158,2016,6,6,19.0
159,2016,6,7,25.0
160,2016,6,8,15.0
161,2016,6,9,21.0
162,2016,6,10,18.0
163,2016,6,11,11.0
164,2016,6,12,12.0
165,2016,6,13,9.0
166,2016,6,14,13.0
167,2016,6,15,27.0
168,2016,6,16,16.0
169,2016,6,17,0.0
170,2016,6,18,0.0
171,2016,6,19,0.0
172,2016,6,20,12.0
173,2016,6,21,19.0
174,2016,6,22,19.0
175,2016,6,23,33.0
176,2016,6,24,39.0
177,2016,6,25,38.0
178,2016,6,26,27.0
179,2016,6,27,18.0
180,2016,6,28,13.0
181,2016,6,29,17.0
182,2016,6,30,21.0
183,2016,7,1,20.0
184,2016,7,2,20.0
185,2016,7,3,17.0
186,2016,7,4,13.0
187,2016,7,5,19.0
188,2016,7,6,16.0
189,2016,7,7,21.0
190,2016,7,8,29.0
191,2016,7,9,26.0
192,2016,7,10,27.0
193,2016,7,11,27.0
194,2016,7,12,25.0
195,2016,7,13,12.0
196,2016,7,14,13.0
197,2016,7,15,16.0
198,2016,7,16,17.0
199,2016,7,17,23.0
200,2016,7,18,22.0
201,2016,7,19,18.0
202,2016,7,20,19.0
203,2016,7,21,23.0
204,2016,7,22,25.0
205,2016,7,23,29.0
206,2016,7,24,29.0
207,2016,7,25,27.0
208,2016,7,26,22.0
209,2016,7,27,15.0
210,2016,7,28,17.0
211,2016,7,29,18.0
212,2016,7,30,14.0
213,2016,7,31,12.0
214,2016,8,1,12.0
215,2016,8,2,17.0
216,2016,8,3,20.0
217,2016,8,4,16.0
218,2016,8,5,8.0
219,2016,8,6,12.0
220,2016,8,7,18.0
221,2016,8,8,22.0
222,2016,8,9,10.0
223,2016,8,10,0.0
224,2016,8,11,13.0
225,2016,8,12,15.0
226,2016,8,13,15.0
227,2016,8,14,14.0
228,2016,8,15,18.0
229,2016,8,16,19.0
230,2016,8,17,14.0
231,2016,8,18,16.0
232,2016,8,19,20.0
233,2016,8,20,19.0
234,2016,8,21,10.0
235,2016,8,22,14.0
236,2016,8,23,17.0
237,2016,8,24,19.0
238,2016,8,25,22.0
239,2016,8,26,27.0
240,2016,8,27,27.0
241,2016,8,28,33.0
242,2016,8,29,21.0
243,2016,8,30,22.0
244,2016,8,31,24.0
245,2016,9,1,23.0
246,2016,9,2,26.0
247,2016,9,3,21.0
248,2016,9,4,17.0
249,2016,9,5,16.0
250,2016,9,6,21.0
251,2016,9,7,29.0
252,2016,9,8,33.0
253,2016,9,9,32.0
254,2016,9,10,30.0
255,2016,9,11,44.0
256,2016,9,12,49.0
257,2016,9,13,41.0
258,2016,9,14,37.0
259,2016,9,15,24.0
260,2016,9,16,13.0
261,2016,9,17,9.0
262,2016,9,18,17.0
263,2016,9,19,19.0
264,2016,9,20,18.0
265,2016,9,21,15.0
266,2016,9,22,14.0
267,2016,9,23,21.0
268,2016,9,24,27.0
269,2016,9,25,26.0
270,2016,9,26,21.0
271,2016,9,27,26.0
272,2016,9,28,27.0
273,2016,9,29,27.0
274,2016,9,30,19.0
275,2016,10,1,21.0
276,2016,10,2,12.0
277,2016,10,3,14.0
278,2016,10,4,16.0
279,2016,10,5,10.0
280,2016,10,6,18.0
281,2016,10,7,16.0
282,2016,10,8,12.0
283,2016,10,9,12.0
284,2016,10,10,16.0
285,2016,10,11,26.0
286,2016,10,12,32.0
287,2016,10,13,11.0
288,2016,10,14,24.0
289,2016,10,15,30.0
290,2016,10,16,32.0
291,2016,10,17,42.0
292,2016,10,18,26.0
293,2016,10,19,10.0
294,2016,10,20,19.0
295,2016,10,21,21.0
296,2016,10,22,28.0
297,2016,10,23,29.0
298,2016,10,24,42.0
299,2016,10,25,27.0
300,2016,10,26,16.0
301,2016,10,27,30.0
302,2016,10,28,47.0
303,2016,10,29,55.0
304,2016,10,30,39.0
305,2016,10,31,48.0
306,2016,11,1,75.0
307,2016,11,2,46.0
308,2016,11,3,21.0
309,2016,11,4,23.0
310,2016,11,5,19.0
311,2016,11,6,25.0
312,2016,11,7,20.0
313,2016,11,8,26.0
314,2016,11,9,44.0
315,2016,11,10,45.0
316,2016,11,11,38.0
317,2016,11,12,36.0
318,2016,11,13,20.0
319,2016,11,14,34.0
320,2016,11,15,69.0
321,2016,11,16,88.0
322,2016,11,17,93.0
323,2016,11,18,43.0
324,2016,11,19,32.0
325,2016,11,20,36.0
326,2016,11,21,33.0
327,2016,11,22,33.0
328,2016,11,23,39.0
329,2016,11,24,28.0
330,2016,11,25,23.0
331,2016,11,26,24.0
332,2016,11,27,19.0
333,2016,11,28,17.0
334,2016,11,29,38.0
335,2016,11,30,60.0
336,2016,12,1,79.0
337,2016,12,2,28.0
338,2016,12,3,37.0
339,2016,12,4,59.0
340,2016,12,5,63.0
341,2016,12,6,23.0
342,2016,12,7,39.0
343,2016,12,8,46.0
344,2016,12,9,42.0
345,2016,12,10,48.0
346,2016,12,11,45.0
347,2016,12,12,37.0
348,2016,12,13,49.0
349,2016,12,14,49.0
350,2016,12,15,52.0
351,2016,12,16,42.0
352,2016,12,17,38.0
353,2016,12,18,42.0
354,2016,12,19,27.0
355,2016,12,20,44.0
356,2016,12,21,38.0
357,2016,12,22,45.0
358,2016,12,23,56.0
359,2016,12,24,66.0
360,2016,12,25,87.0
361,2016,12,26,81.0
362,2016,12,27,59.0
363,2016,12,28,34.0
364,2016,12,29,62.0
365,2016,12,30,59.0
