,YY,MM,DD,VAL
0,2015,12,31,82.636667
1,2016,1,1,86.092499
2,2016,1,2,44.66666599
3,2016,1,3,33.18416599
4,2016,1,4,40.90749999
5,2016,1,5,25.59
6,2016,1,6,32.16583299
7,2016,1,7,41.304166
8,2016,1,8,60.5
9,2016,1,9,29.091666
10,2016,1,10,26.001666
11,2016,1,11,18.5375
12,2016,1,12,7.415833
13,2016,1,13,14.49666599
14,2016,1,14,24.39333299
15,2016,1,15,5.428333
16,2016,1,16,4.820833
17,2016,1,17,12.5625
18,2016,1,18,30.504999
19,2016,1,19,59.883333
20,2016,1,20,86.401666
21,2016,1,21,77.57166499
22,2016,1,22,78.89249999
23,2016,1,23,87.14416599
24,2016,1,24,68.888333
25,2016,1,25,57.71333299
26,2016,1,26,50.938333
27,2016,1,27,69.274545
28,2016,1,28,46.304166
29,2016,1,29,63.58166599
30,2016,1,30,50.53999999
31,2016,1,31,56.72833299
32,2016,2,1,86.729166
33,2016,2,2,67.13249999
34,2016,2,3,9.77749999
35,2016,2,4,33.01833299
36,2016,2,5,53.1225
37,2016,2,6,28.009166
38,2016,2,7,16.96499899
39,2016,2,8,16.88166599
40,2016,2,9,5.143333
41,2016,2,10,8.425833
42,2016,2,11,20.815833
43,2016,2,12,34.53666599
44,2016,2,13,40.9575
45,2016,2,14,33.78416599
46,2016,2,15,36.560833
47,2016,2,16,14.775833
48,2016,2,17,17.975833
49,2016,2,18,23.146666
50,2016,2,19,12.35
51,2016,2,20,20.18583299
52,2016,2,21,36.70583299
53,2016,2,22,41.546666
54,2016,2,23,14.46083299
55,2016,2,24,27.39249999
56,2016,2,25,45.460833
57,2016,2,26,21.63083299
58,2016,2,27,8.26083299
59,2016,2,28,14.46
60,2016,2,29,9.30833299
61,2016,3,1,16.92083299
62,2016,3,2,4.39083299
63,2016,3,3,14.53999999
64,2016,3,4,8.644166
65,2016,3,5,17.849999
66,2016,3,6,30.03499899
67,2016,3,7,27.46
68,2016,3,8,33.299166
69,2016,3,9,31.35833299
70,2016,3,10,26.544166
71,2016,3,11,27.995833
72,2016,3,12,24.024166
73,2016,3,13,24.570833
74,2016,3,14,35.475
75,2016,3,15,11.188333
76,2016,3,16,20.645
77,2016,3,17,14.775
78,2016,3,18,18.92249899
79,2016,3,19,20.17083299
80,2016,3,20,19.294166
81,2016,3,21,38.959166
82,2016,3,22,29.602499
83,2016,3,23,29.634166
84,2016,3,24,26.86416699
85,2016,3,25,53.173333
86,2016,3,26,48.064166
87,2016,3,27,23.948333
88,2016,3,28,26.403333
89,2016,3,29,23.598333
90,2016,3,30,25.70749899
91,2016,3,31,47.895
92,2016,4,1,54.021667
93,2016,4,2,45.039166
94,2016,4,3,34.1325
95,2016,4,4,52.76083299
96,2016,4,5,51.418334
97,2016,4,6,44.93416599
98,2016,4,7,20.413333
99,2016,4,8,16.35
100,2016,4,9,19.947499
101,2016,4,10,18.51833299
102,2016,4,11,16.49749999
103,2016,4,12,20.9675
104,2016,4,13,7.849166
105,2016,4,14,17.59583299
106,2016,4,15,15.37166599
107,2016,4,16,23.08833299
108,2016,4,17,13.95083299
109,2016,4,18,9.54749999
110,2016,4,19,14.221666
111,2016,4,20,22.131667
112,2016,4,21,27.441666
113,2016,4,22,10.163333
114,2016,4,23,7.33
115,2016,4,24,5.636666
116,2016,4,25,7.83
117,2016,4,26,7.04416599
118,2016,4,27,12.22
119,2016,4,28,19.148333
120,2016,4,29,14.006363
121,2016,4,30,4.87916599
122,2016,5,1,11.105
123,2016,5,2,8.015
124,2016,5,3,4.044545
125,2016,5,4,9.644999
126,2016,5,5,15.090833
127,2016,5,6,19.77583299
128,2016,5,7,16.895833
129,2016,5,8,17.861666
130,2016,5,9,13.855
131,2016,5,10,8.9375
132,2016,5,11,3.40833299
133,2016,5,12,8.50666599
134,2016,5,13,17.598333
135,2016,5,14,8.47666599
136,2016,5,15,10.46083299
137,2016,5,16,12.185833
138,2016,5,17,16.54166599
139,2016,5,18,8.28916599
140,2016,5,19,12.269166
141,2016,5,20,9.92999999
142,2016,5,21,12.55833299
143,2016,5,22,6.631666
144,2016,5,23,5.36833299
145,2016,5,24,14.163333
146,2016,5,25,14.79083299
147,2016,5,26,21.52583299
148,2016,5,27,27.7225
149,2016,5,28,13.543333
150,2016,5,29,4.99416599
151,2016,5,30,6.06666599
152,2016,5,31,10.02333299
153,2016,6,1,11.037499
154,2016,6,2,8.21749999
155,2016,6,3,7.7175
156,2016,6,4,6.053333
157,2016,6,5,9.342499
158,2016,6,6,11.015833
159,2016,6,7,13.69416599
160,2016,6,8,11.82
161,2016,6,9,11.577499
162,2016,6,10,11.453333
163,2016,6,11,7.8975
164,2016,6,12,9.59416599
165,2016,6,13,7.7125
166,2016,6,14,8.125833
167,2016,6,15,10.32499999
168,2016,6,16,11.5625
169,2016,6,17,9.838333
170,2016,6,18,5.64666599
171,2016,6,19,6.89666599
172,2016,6,20,10.508333
173,2016,6,21,18.38249899
174,2016,6,22,27.225
175,2016,6,23,34.298333
176,2016,6,24,22.709166
177,2016,6,25,15.2325
178,2016,6,26,5.105
179,2016,6,27,9.865
180,2016,6,28,17.34499999
181,2016,6,29,20.300833
182,2016,6,30,22.655833
183,2016,7,1,16.805833
184,2016,7,2,14.733333
185,2016,7,3,13.341666
186,2016,7,4,21.18749899
187,2016,7,5,11.679166
188,2016,7,6,15.429166
189,2016,7,7,23.467499
190,2016,7,8,26.34666599
191,2016,7,9,25.989166
192,2016,7,10,25.50666599
193,2016,7,11,12.923333
194,2016,7,12,10.125
195,2016,7,13,3.38916599
196,2016,7,14,4.43499999
197,2016,7,15,5.80666599
198,2016,7,16,10.473333
199,2016,7,17,16.599166
200,2016,7,18,21.476666
201,2016,7,19,30.42249999
202,2016,7,20,30.690833
203,2016,7,21,16.5825
204,2016,7,22,14.629166
205,2016,7,23,13.59249999
206,2016,7,24,17.565833
207,2016,7,25,13.749999
208,2016,7,26,11.471666
209,2016,7,27,10.35249999
210,2016,7,28,16.155
211,2016,7,29,18.56916599
212,2016,7,30,11.094166
213,2016,7,31,8.47
214,2016,8,1,7.58
215,2016,8,2,14.6225
216,2016,8,3,20.244999
217,2016,8,4,6.18499999
218,2016,8,5,4.26499999
219,2016,8,6,8.25666599
220,2016,8,7,9.93333299
221,2016,8,8,14.226666
222,2016,8,9,7.094166
223,2016,8,10,7.19916599
224,2016,8,11,9.356666
225,2016,8,12,10.896666
226,2016,8,13,13.425
227,2016,8,14,15.045833
228,2016,8,15,13.1975
229,2016,8,16,7.68583299
230,2016,8,17,14.180833
231,2016,8,18,13.056666
232,2016,8,19,13.195
233,2016,8,20,9.16583299
234,2016,8,21,9.25416599
235,2016,8,22,9.876666
236,2016,8,23,10.755
237,2016,8,24,15.914166
238,2016,8,25,20.947499
239,2016,8,26,20.24916599
240,2016,8,27,20.98499899
241,2016,8,28,20.90749999
242,2016,8,29,9.634166
243,2016,8,30,13.425
244,2016,8,31,17.40249899
245,2016,9,1,22.79749999
246,2016,9,2,22.036666
247,2016,9,3,20.285833
248,2016,9,4,5.0175
249,2016,9,5,9.52083299
250,2016,9,6,11.752499
251,2016,9,7,16.190833
252,2016,9,8,21.815833
253,2016,9,9,21.8625
254,2016,9,10,12.22
255,2016,9,11,16.610833
256,2016,9,12,23.60249999
257,2016,9,13,26.60999999
258,2016,9,14,18.656666
259,2016,9,15,6.7625
260,2016,9,16,7.99749999
261,2016,9,17,3.901666
262,2016,9,18,4.001666
263,2016,9,19,7.130833
264,2016,9,20,14.473333
265,2016,9,21,16.239166
266,2016,9,22,17.33833299
267,2016,9,23,13.29166599
268,2016,9,24,12.07583299
269,2016,9,25,15.673333
270,2016,9,26,18.669166
271,2016,9,27,20.07666599
272,2016,9,28,24.04083299
273,2016,9,29,17.61583299
274,2016,9,30,11.3225
275,2016,10,1,9.4525
276,2016,10,2,6.57333299
277,2016,10,3,6.46416599
278,2016,10,4,10.140833
279,2016,10,5,8.93416599
280,2016,10,6,14.217499
281,2016,10,7,23.314166
282,2016,10,8,6.29416599
283,2016,10,9,3.106666
284,2016,10,10,7.86833299
285,2016,10,11,12.364166
286,2016,10,12,15.14
287,2016,10,13,6.10749999
288,2016,10,14,13.358333
289,2016,10,15,11.714999
290,2016,10,16,16.829166
291,2016,10,17,17.42181799
292,2016,10,18,38.8975
293,2016,10,19,21.620833
294,2016,10,20,17.68583299
295,2016,10,21,23.073333
296,2016,10,22,30.79749899
297,2016,10,23,18.84666599
298,2016,10,24,15.30749999
299,2016,10,25,18.2225
300,2016,10,26,13.86499899
301,2016,10,27,19.919166
302,2016,10,28,16.94416599
303,2016,10,29,28.090833
304,2016,10,30,37.09249899
305,2016,10,31,49.63499999
306,2016,11,1,36.62666699
307,2016,11,2,32.93333299
308,2016,11,3,20.73416599
309,2016,11,4,22.551666
310,2016,11,5,7.069166
311,2016,11,6,7.553333
312,2016,11,7,13.834999
313,2016,11,8,19.2875
314,2016,11,9,45.243333
315,2016,11,10,49.60083199
316,2016,11,11,10.884166
317,2016,11,12,21.145
318,2016,11,13,39.686666
319,2016,11,14,40.360833
320,2016,11,15,64.48583399
321,2016,11,16,99.194168
322,2016,11,17,101.275833
323,2016,11,18,48.34166599
324,2016,11,19,36.40999999
325,2016,11,20,24.125833
326,2016,11,21,8.748333
327,2016,11,22,15.619999
328,2016,11,23,15.72
329,2016,11,24,17.523333
330,2016,11,25,8.074166
331,2016,11,26,22.468333
332,2016,11,27,22.236667
333,2016,11,28,17.43499999
334,2016,11,29,30.737499
335,2016,11,30,49.185833
336,2016,12,1,57.68499899
337,2016,12,2,71.418332
338,2016,12,3,76.30166599
339,2016,12,4,57.82333299
340,2016,12,5,37.72499899
341,2016,12,6,54.48916599
342,2016,12,7,52.65749999
343,2016,12,8,61.77
344,2016,12,9,66.228333
345,2016,12,10,36.486666
346,2016,12,11,71.34416699
347,2016,12,12,69.493334
348,2016,12,13,76.686666
349,2016,12,14,66.824166
350,2016,12,15,61.273332
351,2016,12,16,48.84916599
352,2016,12,17,54.50499899
353,2016,12,18,69.226667
354,2016,12,19,31.4675
355,2016,12,20,34.350833
356,2016,12,21,50.619166
357,2016,12,22,46.539166
358,2016,12,23,30.41499999
359,2016,12,24,59.65416599
360,2016,12,25,63.47666699
361,2016,12,26,13.473333
362,2016,12,27,25.458333
363,2016,12,28,23.745833
364,2016,12,29,36.451666
365,2016,12,30,45.578332
