,YY,MM,DD,VAL
0,2012,12,31,55.23
1,2013,1,1,29.9145
2,2013,1,2,20.6756
3,2013,1,3,31.3797
4,2013,1,4,3.2153
5,2013,1,5,16.9312
6,2013,1,6,56.4917
7,2013,1,7,66.626
8,2013,1,8,66.5446
9,2013,1,9,70.289
10,2013,1,10,81.2374
11,2013,1,11,75.9056
12,2013,1,12,68.9052
13,2013,1,13,42.6943
14,2013,1,14,38.6243
15,2013,1,15,5.4131
16,2013,1,16,7.6923
17,2013,1,17,16.5242
18,2013,1,18,39.9674
19,2013,1,19,31.7053
20,2013,1,20,19.2104
21,2013,1,21,25.6817
22,2013,1,22,20.4721
23,2013,1,23,28.7342
24,2013,1,24,44.9735
25,2013,1,25,42.8164
26,2013,1,26,61.7013
27,2013,1,27,75.4579
28,2013,1,28,55.23
29,2013,1,29,59.4627
30,2013,1,30,62.1897
31,2013,1,31,67.1144
32,2013,2,1,27.7981
33,2013,2,2,5.5759
34,2013,2,3,11.6402
35,2013,2,4,0.0
36,2013,2,5,0.0
37,2013,2,6,0.0
38,2013,2,7,0.0
39,2013,2,8,0.0
40,2013,2,9,0.0
41,2013,2,10,0.0
42,2013,2,11,0.0
43,2013,2,12,47.0574
44,2013,2,13,48.6651
45,2013,2,14,61.9792
46,2013,2,15,88.4581
47,2013,2,16,49.4143
48,2013,2,17,31.1869
49,2013,2,18,44.7735
50,2013,2,19,64.2085
51,2013,2,20,53.8896
52,2013,2,21,27.6046
53,2013,2,22,44.1763
54,2013,2,23,30.2612
55,2013,2,24,23.0238
56,2013,2,25,15.512
57,2013,2,26,22.2542
58,2013,2,27,31.5552
59,2013,2,28,30.0282
60,2013,3,1,59.3562
61,2013,3,2,75.9095
62,2013,3,3,61.8997
63,2013,3,4,58.7056
64,2013,3,5,35.2887
65,2013,3,6,30.6079
66,2013,3,7,28.9617
67,2013,3,8,16.5294
68,2013,3,9,21.0663
69,2013,3,10,31.1274
70,2013,3,11,0.0
71,2013,3,12,0.0
72,2013,3,13,10.9378
73,2013,3,14,9.9567
74,2013,3,15,16.036
75,2013,3,16,34.4736
76,2013,3,17,12.5177
77,2013,3,18,14.7743
78,2013,3,19,19.5936
79,2013,3,20,10.7946
80,2013,3,21,11.6654
81,2013,3,22,34.6433
82,2013,3,23,19.8893
83,2013,3,24,11.8294
84,2013,3,25,23.7167
85,2013,3,26,45.0823
86,2013,3,27,49.2645
87,2013,3,28,19.9531
88,2013,3,29,34.2405
89,2013,3,30,17.4245
90,2013,3,31,12.993
91,2013,4,1,21.5961
92,2013,4,2,25.8388
93,2013,4,3,33.3237
94,2013,4,4,20.8717
95,2013,4,5,23.1119
96,2013,4,6,17.3436
97,2013,4,7,14.0284
98,2013,4,8,20.3299
99,2013,4,9,27.1345
100,2013,4,10,48.3007
101,2013,4,11,16.2049
102,2013,4,12,10.9653
103,2013,4,13,12.3124
104,2013,4,14,31.1657
105,2013,4,15,43.1368
106,2013,4,16,52.542
107,2013,4,17,55.243
108,2013,4,18,50.8231
109,2013,4,19,4.5459
110,2013,4,20,6.1747
111,2013,4,21,16.1588
112,2013,4,22,18.1061
113,2013,4,23,13.3399
114,2013,4,24,14.0985
115,2013,4,25,25.9826
116,2013,4,26,15.3655
117,2013,4,27,9.5582
118,2013,4,28,5.5677
119,2013,4,29,12.4517
120,2013,4,30,23.643
121,2013,5,1,28.8599
122,2013,5,2,30.4179
123,2013,5,3,30.8734
124,2013,5,4,0.0
125,2013,5,5,12.6059
126,2013,5,6,11.6001
127,2013,5,7,7.0829
128,2013,5,8,14.9418
129,2013,5,9,12.5327
130,2013,5,10,10.5479
131,2013,5,11,6.669
132,2013,5,12,7.9825
133,2013,5,13,12.7745
134,2013,5,14,14.4175
135,2013,5,15,4.8922
136,2013,5,16,5.794
137,2013,5,17,7.3745
138,2013,5,18,5.1502
139,2013,5,19,7.6525
140,2013,5,20,5.1649
141,2013,5,21,0.0
142,2013,5,22,0.0
143,2013,5,23,3.6252
144,2013,5,24,5.1502
145,2013,5,25,4.2401
146,2013,5,26,11.1846
147,2013,5,27,15.8138
148,2013,5,28,6.7239
149,2013,5,29,0.0
150,2013,5,30,8.9862
151,2013,5,31,14.2068
152,2013,6,1,7.233
153,2013,6,2,9.9081
154,2013,6,3,12.8087
155,2013,6,4,17.2978
156,2013,6,5,16.7783
157,2013,6,6,13.4326
158,2013,6,7,16.2666
159,2013,6,8,11.2043
160,2013,6,9,4.549
161,2013,6,10,9.5237
162,2013,6,11,9.9107
163,2013,6,12,13.9118
164,2013,6,13,24.213
165,2013,6,14,23.904
166,2013,6,15,24.4017
167,2013,6,16,26.3795
168,2013,6,17,28.8215
169,2013,6,18,27.7111
170,2013,6,19,26.8083
171,2013,6,20,18.1794
172,2013,6,21,13.3702
173,2013,6,22,13.9923
174,2013,6,23,3.6013
175,2013,6,24,3.4742
176,2013,6,25,5.4877
177,2013,6,26,8.5763
178,2013,6,27,10.7299
179,2013,6,28,12.1932
180,2013,6,29,5.3409
181,2013,6,30,13.0118
182,2013,7,1,14.8658
183,2013,7,2,15.9804
184,2013,7,3,15.9042
185,2013,7,4,22.8555
186,2013,7,5,17.9188
187,2013,7,6,13.8037
188,2013,7,7,13.3998
189,2013,7,8,14.7016
190,2013,7,9,14.1226
191,2013,7,10,11.9449
192,2013,7,11,21.4592
193,2013,7,12,21.0927
194,2013,7,13,13.6812
195,2013,7,14,17.2084
196,2013,7,15,24.8739
197,2013,7,16,24.1258
198,2013,7,17,23.3086
199,2013,7,18,20.1719
200,2013,7,19,15.4814
201,2013,7,20,14.8974
202,2013,7,21,26.2577
203,2013,7,22,11.9859
204,2013,7,23,12.7738
205,2013,7,24,21.0715
206,2013,7,25,25.0427
207,2013,7,26,23.2599
208,2013,7,27,18.1573
209,2013,7,28,12.5192
210,2013,7,29,4.3018
211,2013,7,30,9.805
212,2013,7,31,15.8811
213,2013,8,1,15.1428
214,2013,8,2,14.4539
215,2013,8,3,15.5735
216,2013,8,4,17.8
217,2013,8,5,20.4583
218,2013,8,6,26.6423
219,2013,8,7,19.7877
220,2013,8,8,10.4441
221,2013,8,9,4.9802
222,2013,8,10,8.2495
223,2013,8,11,12.504
224,2013,8,12,12.1939
225,2013,8,13,13.8185
226,2013,8,14,5.4917
227,2013,8,15,9.35
228,2013,8,16,14.599
229,2013,8,17,14.2508
230,2013,8,18,14.6997
231,2013,8,19,6.5627
232,2013,8,20,8.1924
233,2013,8,21,12.9122
234,2013,8,22,19.1892
235,2013,8,23,11.3865
236,2013,8,24,6.1422
237,2013,8,25,4.3734
238,2013,8,26,4.1119
239,2013,8,27,5.7358
240,2013,8,28,8.5433
241,2013,8,29,9.6582
242,2013,8,30,15.0016
243,2013,8,31,15.8272
244,2013,9,1,16.6685
245,2013,9,2,13.5019
246,2013,9,3,22.5628
247,2013,9,4,24.9398
248,2013,9,5,21.9985
249,2013,9,6,19.1646
250,2013,9,7,17.5665
251,2013,9,8,8.2559
252,2013,9,9,12.7512
253,2013,9,10,7.2998
254,2013,9,11,8.9755
255,2013,9,12,6.0609
256,2013,9,13,6.2059
257,2013,9,14,9.8374
258,2013,9,15,7.2314
259,2013,9,16,2.3861
260,2013,9,17,6.0909
261,2013,9,18,16.2946
262,2013,9,19,15.7194
263,2013,9,20,21.4448
264,2013,9,21,17.0923
265,2013,9,22,16.3081
266,2013,9,23,19.9124
267,2013,9,24,22.8031
268,2013,9,25,23.1725
269,2013,9,26,24.8658
270,2013,9,27,24.8976
271,2013,9,28,12.0283
272,2013,9,29,8.0025
273,2013,9,30,18.2795
274,2013,10,1,20.0913
275,2013,10,2,20.7752
276,2013,10,3,28.516
277,2013,10,4,27.5395
278,2013,10,5,28.7713
279,2013,10,6,15.4447
280,2013,10,7,24.5124
281,2013,10,8,38.1889
282,2013,10,9,24.5831
283,2013,10,10,4.2685
284,2013,10,11,5.2632
285,2013,10,12,11.3603
286,2013,10,13,12.9469
287,2013,10,14,15.6848
288,2013,10,15,13.4466
289,2013,10,16,18.1566
290,2013,10,17,29.8868
291,2013,10,18,47.3452
292,2013,10,19,35.5338
293,2013,10,20,21.8834
294,2013,10,21,21.2155
295,2013,10,22,27.0027
296,2013,10,23,5.3554
297,2013,10,24,15.0342
298,2013,10,25,15.0729
299,2013,10,26,21.3835
300,2013,10,27,21.5745
301,2013,10,28,25.5311
302,2013,10,29,7.4094
303,2013,10,30,8.4251
304,2013,10,31,17.0532
305,2013,11,1,30.9297
306,2013,11,2,19.5917
307,2013,11,3,6.9437
308,2013,11,4,16.0927
309,2013,11,5,15.0653
310,2013,11,6,27.565
311,2013,11,7,61.89
312,2013,11,8,20.4263
313,2013,11,9,9.974
314,2013,11,10,2.5538
315,2013,11,11,10.6784
316,2013,11,12,22.8326
317,2013,11,13,31.2582
318,2013,11,14,8.341
319,2013,11,15,15.1682
320,2013,11,16,31.6353
321,2013,11,17,33.6967
322,2013,11,18,16.3783
323,2013,11,19,13.2902
324,2013,11,20,9.8591
325,2013,11,21,5.999
326,2013,11,22,19.73
327,2013,11,23,24.6883
328,2013,11,24,3.7046
329,2013,11,25,17.1092
330,2013,11,26,8.9767
331,2013,11,27,24.4633
332,2013,11,28,55.0942
333,2013,11,29,65.39
334,2013,11,30,0.0
335,2013,12,1,0.0
336,2013,12,2,32.2983
337,2013,12,3,51.9983
338,2013,12,4,74.4425
339,2013,12,5,32.6817
340,2013,12,6,36.8317
341,2013,12,7,92.1492
342,2013,12,8,62.6783
343,2013,12,9,87.88
344,2013,12,10,97.515
345,2013,12,11,83.69
346,2013,12,12,76.8183
347,2013,12,13,60.0975
348,2013,12,14,46.3525
349,2013,12,15,39.8808
350,2013,12,16,55.8667
351,2013,12,17,58.39
352,2013,12,18,52.0417
353,2013,12,19,18.4517
354,2013,12,20,35.76
355,2013,12,21,28.0583
356,2013,12,22,38.7883
357,2013,12,23,21.7083
358,2013,12,24,8.825
359,2013,12,25,7.7208
360,2013,12,26,15.1433
361,2013,12,27,18.9775
362,2013,12,28,13.9067
363,2013,12,29,11.7367
364,2013,12,30,9.1783
