,YY,MM,DD,VAL
0,2018,12,31,68.62749999
1,2019,1,1,19.49082999
2,2019,1,2,11.16363999
3,2019,1,3,27.92749999
4,2019,1,4,48.68249999
5,2019,1,5,15.29917
6,2019,1,6,48.29916999
7,2019,1,7,79.71832999
8,2019,1,8,28.95333
9,2019,1,9,4.98833
10,2019,1,10,15.54332999
11,2019,1,11,46.1525
12,2019,1,12,75.25417
13,2019,1,13,17.02333
14,2019,1,14,14.41083
15,2019,1,15,18.30583
16,2019,1,16,37.74416999
17,2019,1,17,19.46916999
18,2019,1,18,18.18083
19,2019,1,19,34.23416999
20,2019,1,20,36.56416999
21,2019,1,21,51.365
22,2019,1,22,56.115
23,2019,1,23,62.28249999
24,2019,1,24,37.045
25,2019,1,25,51.33082999
26,2019,1,26,75.48667
27,2019,1,27,26.68333
28,2019,1,28,27.6275
29,2019,1,29,31.30583
30,2019,1,30,40.38167
31,2019,1,31,29.70833
32,2019,2,1,23.35082999
33,2019,2,2,45.17333
34,2019,2,3,11.11833
35,2019,2,4,14.02167
36,2019,2,5,19.78999999
37,2019,2,6,32.01917
38,2019,2,7,55.47167
39,2019,2,8,33.63499999
40,2019,2,9,26.61083
41,2019,2,10,11.10083
42,2019,2,11,6.10416999
43,2019,2,12,22.39583
44,2019,2,13,36.08332999
45,2019,2,14,44.41082999
46,2019,2,15,55.91499999
47,2019,2,16,45.16749999
48,2019,2,17,50.6175
49,2019,2,18,54.545
50,2019,2,19,63.64999999
51,2019,2,20,84.55165999
52,2019,2,21,40.08332999
53,2019,2,22,31.05915999
54,2019,2,23,35.9375
55,2019,2,24,50.54833
56,2019,2,25,28.01165999
57,2019,2,26,29.19416
58,2019,2,27,55.33415999
59,2019,2,28,52.46582999
60,2019,3,1,20.32583
61,2019,3,2,25.30249999
62,2019,3,3,31.92583
63,2019,3,4,16.37332999
64,2019,3,5,16.21167
65,2019,3,6,26.77582999
66,2019,3,7,25.89667
67,2019,3,8,25.70666999
68,2019,3,9,21.31666999
69,2019,3,10,8.48583
70,2019,3,11,6.13166999
71,2019,3,12,12.05917
72,2019,3,13,13.835
73,2019,3,14,6.30083
74,2019,3,15,15.64917
75,2019,3,16,21.02916
76,2019,3,17,5.565
77,2019,3,18,11.7325
78,2019,3,19,15.7375
79,2019,3,20,26.48583
80,2019,3,21,30.20917
81,2019,3,22,30.58832999
82,2019,3,23,23.07833
83,2019,3,24,20.305
