,VAL
0,409.65920415241624
1,409.65920415241624
2,409.65920415241624
3,409.65920415241624
4,409.65920415241624
5,408.36141640454474
6,406.0841114186964
7,409.65920415241624
8,409.65920415241624
9,409.65920415241624
10,409.65920415241624
11,409.65920415241624
12,408.36141640454474
13,406.0841114186964
14,409.65920415241624
15,409.65920415241624
16,409.65920415241624
17,409.65920415241624
18,409.65920415241624
19,408.36141640454474
20,406.0841114186964
21,409.65920415241624
22,409.65920415241624
23,409.65920415241624
24,409.65920415241624
25,409.65920415241624
26,408.36141640454474
27,406.0841114186964
28,409.65920415241624
29,409.65920415241624
30,409.65920415241624
31,409.9010834819518
32,409.9010834819518
33,408.4903220335024
34,406.2122381141837
35,409.9010834819518
36,409.9010834819518
37,409.9010834819518
38,409.9010834819518
39,409.9010834819518
40,408.4903220335024
41,406.2122381141837
42,409.9010834819518
43,409.9010834819518
44,409.9010834819518
45,409.9010834819518
46,409.9010834819518
47,408.4903220335024
48,406.2122381141837
49,409.9010834819518
50,409.9010834819518
51,409.9010834819518
52,409.9010834819518
53,409.9010834819518
54,408.4903220335024
55,406.2122381141837
56,409.9010834819518
57,409.9010834819518
58,409.9010834819518
59,507.5905251802018
60,507.5905251802018
61,409.7477896938654
62,408.00902273106846
63,507.5905251802018
64,507.5905251802018
65,507.5905251802018
66,507.5905251802018
67,507.5905251802018
68,409.7477896938654
69,408.00902273106846
70,507.5905251802018
71,507.5905251802018
72,507.5905251802018
73,507.5905251802018
74,507.5905251802018
75,409.7477896938654
76,408.00902273106846
77,507.5905251802018
78,507.5905251802018
79,507.5905251802018
80,507.5905251802018
81,507.5905251802018
82,409.7477896938654
83,408.00902273106846
84,507.5905251802018
85,507.5905251802018
86,507.5905251802018
87,507.5905251802018
88,507.5905251802018
89,409.7477896938654
90,407.28481935644476
91,506.77321819601286
92,506.77321819601286
93,506.77321819601286
94,506.77321819601286
95,506.77321819601286
96,408.95926680519835
97,407.28481935644476
98,506.77321819601286
99,506.77321819601286
100,506.77321819601286
101,506.77321819601286
102,506.77321819601286
103,408.95926680519835
104,407.28481935644476
105,506.77321819601286
106,506.77321819601286
107,506.77321819601286
108,506.77321819601286
109,506.77321819601286
110,408.95926680519835
111,407.28481935644476
112,506.77321819601286
113,506.77321819601286
114,506.77321819601286
115,506.77321819601286
116,506.77321819601286
117,408.95926680519835
118,407.28481935644476
119,506.77321819601286
120,505.39653193479126
121,505.39653193479126
122,505.39653193479126
123,505.39653193479126
124,407.63621972246614
125,406.06719527840335
126,505.39653193479126
127,505.39653193479126
128,505.39653193479126
129,505.39653193479126
130,505.39653193479126
131,407.63621972246614
132,406.06719527840335
133,505.39653193479126
134,505.39653193479126
135,505.39653193479126
136,505.39653193479126
137,505.39653193479126
138,407.63621972246614
139,406.06719527840335
140,505.39653193479126
141,505.39653193479126
142,505.39653193479126
143,505.39653193479126
144,505.39653193479126
145,407.63621972246614
146,406.06719527840335
147,505.39653193479126
148,505.39653193479126
149,505.39653193479126
150,505.39653193479126
151,555.2613877487946
152,408.6024151575986
153,408.0320587118574
154,555.2613877487946
155,555.2613877487946
156,555.2613877487946
157,555.2613877487946
158,555.2613877487946
159,408.6024151575986
160,408.0320587118574
161,555.2613877487946
162,555.2613877487946
163,555.2613877487946
164,555.2613877487946
165,555.2613877487946
166,408.6024151575986
167,408.0320587118574
168,555.2613877487946
169,555.2613877487946
170,555.2613877487946
171,555.2613877487946
172,555.2613877487946
173,408.6024151575986
174,408.0320587118574
175,555.2613877487946
176,555.2613877487946
177,555.2613877487946
178,555.2613877487946
179,555.2613877487946
180,408.6024151575986
181,407.97590821722963
182,555.2064768203616
183,555.2064768203616
184,555.2064768203616
185,555.2064768203616
186,555.2064768203616
187,408.54427709501994
188,407.97590821722963
189,555.2064768203616
190,555.2064768203616
191,555.2064768203616
192,555.2064768203616
193,555.2064768203616
194,408.54427709501994
195,407.97590821722963
196,555.2064768203616
197,555.2064768203616
198,555.2064768203616
199,555.2064768203616
200,555.2064768203616
201,408.54427709501994
202,407.97590821722963
203,555.2064768203616
204,555.2064768203616
205,555.2064768203616
206,555.2064768203616
207,555.2064768203616
208,408.54427709501994
209,407.97590821722963
210,555.2064768203616
211,555.2064768203616
212,554.2673431692837
213,554.2673431692837
214,554.2673431692837
215,407.84294094674476
216,407.27847437080607
217,554.2673431692837
218,554.2673431692837
219,554.2673431692837
220,554.2673431692837
221,554.2673431692837
222,407.84294094674476
223,407.27847437080607
224,554.2673431692837
225,554.2673431692837
226,554.2673431692837
227,554.2673431692837
228,554.2673431692837
229,407.84294094674476
230,407.27847437080607
231,554.2673431692837
232,554.2673431692837
233,554.2673431692837
234,554.2673431692837
235,554.2673431692837
236,407.84294094674476
237,407.27847437080607
238,554.2673431692837
239,554.2673431692837
240,554.2673431692837
241,554.2673431692837
242,554.2673431692837
243,408.1150164532344
244,405.71246047200606
245,407.6210490031031
246,407.6210490031031
247,407.6210490031031
248,407.6210490031031
249,407.6210490031031
250,408.1150164532344
251,405.71246047200606
252,407.6210490031031
253,407.6210490031031
254,407.6210490031031
255,407.6210490031031
256,407.6210490031031
257,408.1150164532344
258,405.71246047200606
259,407.6210490031031
260,407.6210490031031
261,407.6210490031031
262,407.6210490031031
263,407.6210490031031
264,408.1150164532344
265,405.71246047200606
266,407.6210490031031
267,407.6210490031031
268,407.6210490031031
269,407.6210490031031
270,407.6210490031031
271,408.1150164532344
272,405.71246047200606
273,408.56500131083504
274,408.56500131083504
275,408.56500131083504
276,408.56500131083504
277,408.56500131083504
278,409.01890484092905
279,406.5071117884592
280,408.56500131083504
281,408.56500131083504
282,408.56500131083504
283,408.56500131083504
284,408.56500131083504
285,409.01890484092905
286,406.5071117884592
287,408.56500131083504
288,408.56500131083504
289,408.56500131083504
290,408.56500131083504
291,408.56500131083504
292,409.01890484092905
293,406.5071117884592
294,408.56500131083504
295,408.56500131083504
296,408.56500131083504
297,408.56500131083504
298,408.56500131083504
299,409.01890484092905
300,406.5071117884592
301,408.56500131083504
302,408.56500131083504
303,408.56500131083504
304,410.0507204779154
305,410.0507204779154
306,410.4594327099085
307,407.8164335443696
308,410.0507204779154
309,410.0507204779154
310,410.0507204779154
311,410.0507204779154
312,410.0507204779154
313,410.4594327099085
314,407.8164335443696
315,410.0507204779154
316,410.0507204779154
317,410.0507204779154
318,410.0507204779154
319,410.0507204779154
320,410.4594327099085
321,407.8164335443696
322,410.0507204779154
323,410.0507204779154
324,410.0507204779154
325,410.0507204779154
326,410.0507204779154
327,410.4594327099085
328,407.8164335443696
329,410.0507204779154
330,410.0507204779154
331,410.0507204779154
332,410.0507204779154
333,410.0507204779154
334,408.70651703477563
335,406.39794808068723
336,410.02229657410226
337,410.02229657410226
338,410.02229657410226
339,410.02229657410226
340,410.02229657410226
341,408.70651703477563
342,406.39794808068723
343,410.02229657410226
344,410.02229657410226
345,410.02229657410226
346,410.02229657410226
347,410.02229657410226
348,408.70651703477563
349,406.39794808068723
350,410.02229657410226
351,410.02229657410226
352,410.02229657410226
353,410.02229657410226
354,410.02229657410226
355,408.70651703477563
356,406.39794808068723
357,410.02229657410226
358,410.02229657410226
359,410.02229657410226
360,410.02229657410226
361,410.02229657410226
362,408.70651703477563
363,406.39794808068723
364,410.02229657410226
