,YY,MM,DD,VAL
273,2015,9,30,33.0
274,2015,10,1,28.0
275,2015,10,2,23.0
276,2015,10,3,22.0
277,2015,10,4,34.0
278,2015,10,5,40.0
279,2015,10,6,46.0
280,2015,10,7,25.0
281,2015,10,8,19.0
282,2015,10,9,31.0
283,2015,10,10,29.0
284,2015,10,11,26.0
285,2015,10,12,19.0
286,2015,10,13,12.0
287,2015,10,14,9.0
288,2015,10,15,6.0
289,2015,10,16,31.0
290,2015,10,17,31.0
291,2015,10,18,32.0
292,2015,10,19,17.0
293,2015,10,20,26.0
294,2015,10,21,39.0
295,2015,10,22,49.0
296,2015,10,23,60.0
297,2015,10,24,57.0
298,2015,10,25,47.0
299,2015,10,26,65.0
300,2015,10,27,44.0
301,2015,10,28,20.0
302,2015,10,29,21.0
303,2015,10,30,28.0
304,2015,10,31,25.0
305,2015,11,1,37.0
306,2015,11,2,56.0
307,2015,11,3,79.0
308,2015,11,4,61.0
309,2015,11,5,56.0
310,2015,11,6,59.0
311,2015,11,7,48.0
312,2015,11,8,68.0
313,2015,11,9,107.0
314,2015,11,10,103.0
315,2015,11,11,88.0
316,2015,11,12,66.0
317,2015,11,13,64.0
318,2015,11,14,77.0
319,2015,11,15,79.0
320,2015,11,16,70.0
321,2015,11,17,48.0
322,2015,11,18,68.0
323,2015,11,19,79.0
324,2015,11,20,38.0
325,2015,11,21,20.0
326,2015,11,22,29.0
327,2015,11,23,39.0
328,2015,11,24,55.0
329,2015,11,25,51.0
330,2015,11,26,57.0
331,2015,11,27,72.0
332,2015,11,28,70.0
333,2015,11,29,115.0
334,2015,11,30,129.0
335,2015,12,1,98.0
336,2015,12,2,98.0
337,2015,12,3,81.0
338,2015,12,4,77.0
339,2015,12,5,75.0
340,2015,12,6,76.0
341,2015,12,7,70.0
342,2015,12,8,71.0
343,2015,12,9,48.0
344,2015,12,10,57.0
345,2015,12,11,67.0
346,2015,12,12,83.0
347,2015,12,13,0.0
348,2015,12,14,0.0
349,2015,12,15,0.0
350,2015,12,16,0.0
351,2015,12,17,0.0
352,2015,12,18,0.0
353,2015,12,19,0.0
354,2015,12,20,0.0
355,2015,12,21,0.0
356,2015,12,22,0.0
357,2015,12,23,0.0
358,2015,12,24,0.0
359,2015,12,25,0.0
360,2015,12,26,0.0
361,2015,12,27,0.0
362,2015,12,28,0.0
363,2015,12,29,0.0
364,2015,12,30,0.0
