,YY,MM,DD,VAL
98,2013,4,8,27.0
99,2013,4,9,41.0
100,2013,4,10,45.0
101,2013,4,11,21.0
102,2013,4,12,24.0
103,2013,4,13,26.0
104,2013,4,14,32.0
105,2013,4,15,0.0
106,2013,4,16,0.0
107,2013,4,17,64.0
108,2013,4,18,56.0
109,2013,4,19,27.0
110,2013,4,20,18.0
111,2013,4,21,7.0
112,2013,4,22,11.0
113,2013,4,23,15.0
114,2013,4,24,29.0
115,2013,4,25,34.0
116,2013,4,26,19.0
117,2013,4,27,11.0
118,2013,4,28,18.0
119,2013,4,29,26.0
120,2013,4,30,29.0
121,2013,5,1,32.0
122,2013,5,2,35.0
123,2013,5,3,31.0
124,2013,5,4,27.0
125,2013,5,5,12.0
126,2013,5,6,14.0
127,2013,5,7,9.0
128,2013,5,8,21.0
129,2013,5,9,17.0
130,2013,5,10,2.0
131,2013,5,11,2.0
132,2013,5,12,0.0
133,2013,5,13,17.0
134,2013,5,14,21.0
135,2013,5,15,8.0
136,2013,5,16,2.0
137,2013,5,17,12.0
138,2013,5,18,9.0
139,2013,5,19,8.0
140,2013,5,20,18.0
141,2013,5,21,24.0
142,2013,5,22,9.0
143,2013,5,23,5.0
144,2013,5,24,5.0
145,2013,5,25,6.0
146,2013,5,26,17.0
147,2013,5,27,25.0
148,2013,5,28,8.0
149,2013,5,29,14.0
150,2013,5,30,23.0
151,2013,5,31,25.0
152,2013,6,1,22.0
153,2013,6,2,17.0
154,2013,6,3,18.0
155,2013,6,4,20.0
156,2013,6,5,14.0
157,2013,6,6,23.0
158,2013,6,7,33.0
159,2013,6,8,20.0
160,2013,6,9,15.0
161,2013,6,10,26.0
162,2013,6,11,28.0
163,2013,6,12,25.0
164,2013,6,13,34.0
165,2013,6,14,38.0
166,2013,6,15,36.0
167,2013,6,16,37.0
168,2013,6,17,40.0
169,2013,6,18,45.0
170,2013,6,19,37.0
171,2013,6,20,27.0
172,2013,6,21,24.0
173,2013,6,22,21.0
174,2013,6,23,5.0
175,2013,6,24,4.0
176,2013,6,25,8.0
177,2013,6,26,9.0
178,2013,6,27,10.0
179,2013,6,28,19.0
180,2013,6,29,10.0
181,2013,6,30,21.0
182,2013,7,1,23.0
183,2013,7,2,28.0
184,2013,7,3,24.0
185,2013,7,4,27.0
186,2013,7,5,23.0
187,2013,7,6,18.0
188,2013,7,7,26.0
189,2013,7,8,32.0
190,2013,7,9,29.0
191,2013,7,10,25.0
192,2013,7,11,17.0
193,2013,7,12,21.0
194,2013,7,13,18.0
195,2013,7,14,28.0
196,2013,7,15,23.0
197,2013,7,16,24.0
198,2013,7,17,28.0
199,2013,7,18,33.0
200,2013,7,19,31.0
201,2013,7,20,28.0
202,2013,7,21,32.0
203,2013,7,22,26.0
204,2013,7,23,38.0
205,2013,7,24,30.0
206,2013,7,25,40.0
207,2013,7,26,37.0
208,2013,7,27,27.0
209,2013,7,28,18.0
210,2013,7,29,7.0
211,2013,7,30,19.0
212,2013,7,31,27.0
213,2013,8,1,30.0
214,2013,8,2,28.0
215,2013,8,3,27.0
216,2013,8,4,32.0
217,2013,8,5,37.0
218,2013,8,6,38.0
219,2013,8,7,35.0
220,2013,8,8,18.0
221,2013,8,9,12.0
222,2013,8,10,18.0
223,2013,8,11,31.0
224,2013,8,12,32.0
225,2013,8,13,10.0
226,2013,8,14,10.0
227,2013,8,15,17.0
228,2013,8,16,21.0
229,2013,8,17,22.0
230,2013,8,18,20.0
231,2013,8,19,2.0
232,2013,8,20,17.0
233,2013,8,21,22.0
234,2013,8,22,24.0
235,2013,8,23,21.0
236,2013,8,24,6.0
237,2013,8,25,4.0
238,2013,8,26,7.0
239,2013,8,27,8.0
240,2013,8,28,10.0
241,2013,8,29,17.0
242,2013,8,30,21.0
243,2013,8,31,21.0
244,2013,9,1,10.0
245,2013,9,2,29.0
246,2013,9,3,32.0
247,2013,9,4,34.0
248,2013,9,5,25.0
249,2013,9,6,23.0
250,2013,9,7,19.0
251,2013,9,8,11.0
252,2013,9,9,9.0
253,2013,9,10,2.0
254,2013,9,11,15.0
255,2013,9,12,19.0
256,2013,9,13,20.0
257,2013,9,14,25.0
258,2013,9,15,13.0
259,2013,9,16,2.0
260,2013,9,17,11.0
261,2013,9,18,21.0
262,2013,9,19,13.0
263,2013,9,20,17.0
264,2013,9,21,12.0
265,2013,9,22,27.0
266,2013,9,23,51.0
267,2013,9,24,47.0
268,2013,9,25,37.0
269,2013,9,26,34.0
270,2013,9,27,39.0
271,2013,9,28,16.0
272,2013,9,29,2.0
273,2013,9,30,11.0
274,2013,10,1,0.0
275,2013,10,2,31.0
276,2013,10,3,37.0
277,2013,10,4,30.0
278,2013,10,5,33.0
279,2013,10,6,22.0
280,2013,10,7,34.0
281,2013,10,8,46.0
282,2013,10,9,26.0
283,2013,10,10,8.0
284,2013,10,11,17.0
285,2013,10,12,26.0
286,2013,10,13,41.0
287,2013,10,14,39.0
288,2013,10,15,37.0
289,2013,10,16,56.0
290,2013,10,17,79.0
291,2013,10,18,88.0
292,2013,10,19,78.0
293,2013,10,20,72.0
294,2013,10,21,57.0
295,2013,10,22,37.0
296,2013,10,23,21.0
297,2013,10,24,45.0
298,2013,10,25,60.0
299,2013,10,26,57.0
300,2013,10,27,64.0
301,2013,10,28,38.0
302,2013,10,29,21.0
303,2013,10,30,15.0
304,2013,10,31,43.0
305,2013,11,1,52.0
306,2013,11,2,46.0
307,2013,11,3,18.0
308,2013,11,4,19.0
309,2013,11,5,71.0
310,2013,11,6,56.0
311,2013,11,7,70.0
312,2013,11,8,31.0
313,2013,11,9,11.0
314,2013,11,10,15.0
315,2013,11,11,36.0
316,2013,11,12,41.0
317,2013,11,13,32.0
318,2013,11,14,18.0
319,2013,11,15,31.0
320,2013,11,16,39.0
321,2013,11,17,41.0
322,2013,11,18,11.0
323,2013,11,19,13.0
324,2013,11,20,10.0
325,2013,11,21,13.0
326,2013,11,22,16.0
327,2013,11,23,23.0
328,2013,11,24,2.0
329,2013,11,25,16.0
330,2013,11,26,29.0
331,2013,11,27,41.0
332,2013,11,28,75.0
333,2013,11,29,55.0
334,2013,11,30,40.0
335,2013,12,1,40.0
336,2013,12,2,54.0
337,2013,12,3,0.0
338,2013,12,4,76.0
339,2013,12,5,75.0
340,2013,12,6,93.0
341,2013,12,7,71.0
342,2013,12,8,97.0
343,2013,12,9,98.0
344,2013,12,10,89.0
345,2013,12,11,76.0
346,2013,12,12,96.0
347,2013,12,13,128.0
348,2013,12,14,100.0
349,2013,12,15,123.0
350,2013,12,16,101.0
351,2013,12,17,95.0
352,2013,12,18,77.0
353,2013,12,19,54.0
354,2013,12,20,65.0
355,2013,12,21,64.0
356,2013,12,22,59.0
357,2013,12,23,46.0
358,2013,12,24,7.0
359,2013,12,25,12.0
360,2013,12,26,35.0
361,2013,12,27,47.0
362,2013,12,28,31.0
363,2013,12,29,23.0
364,2013,12,30,31.0
